,Region ID,Region Name,Region pixels,Region area,Area unit,Object count,Object pixels,Object area,Area unit.1,Load,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,sex,dataset,drug,normalized cells,total_cells,percent_cells
19,985,Primary motor area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
20,320,"Primary motor area, Layer 1",902835,902835.178425,pixels,157,760,760,pixels,0.000842,,,,,,,,,,,,,,,f,sal1,sal,0.00017389663556739913,139150,0.11282788357887172
21,943,"Primary motor area, Layer 2/3",2492084,2492084.404873,pixels,69,355,355,pixels,0.00014199999999999998,,,,,,,,,,,,,,,f,sal1,sal,2.7687665740806373e-05,139150,0.049586776859504134
22,648,"Primary motor area, Layer 5",2265396,2265396.307484,pixels,129,594,594,pixels,0.000262,,,,,,,,,,,,,,,f,sal1,sal,5.694367893769117e-05,139150,0.09270571325907294
23,844,"Primary motor area, Layer 6a",2091222,2091222.220364,pixels,75,347,347,pixels,0.000166,,,,,,,,,,,,,,,f,sal1,sal,3.586419428297077e-05,139150,0.05389867049946101
24,882,"Primary motor area, Layer 6b",144018,144017.683067,pixels,6,32,32,pixels,0.00022200000000000003,,,,,,,,,,,,,,,f,sal1,sal,4.166155066672386e-05,139150,0.004311893639956881
25,993,Secondary motor area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
26,656,"Secondary motor area, layer 1",1649414,1649413.855225,pixels,418,2137,2137,pixels,0.001296,,,,,,,,,,,,,,,f,sal1,sal,0.00025342335925932895,139150,0.30039525691699603
27,962,"Secondary motor area, layer 2/3",2645141,2645141.390472,pixels,166,915,915,pixels,0.000346,,,,,,,,,,,,,,,f,sal1,sal,6.275656968581891e-05,139150,0.11929572403880705
28,767,"Secondary motor area, layer 5",3311579,3311579.179134,pixels,166,761,761,pixels,0.00022999999999999998,,,,,,,,,,,,,,,f,sal1,sal,5.012714207347145e-05,139150,0.11929572403880705
29,1021,"Secondary motor area, layer 6a",1744671,1744670.568863,pixels,98,476,476,pixels,0.000273,,,,,,,,,,,,,,,f,sal1,sal,5.617106274903605e-05,139150,0.07042759611929572
30,1085,"Secondary motor area, layer 6b",48282,48282.151814,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
31,453,Somatosensory areas,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
32,12993,"Somatosensory areas, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
33,12994,"Somatosensory areas, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
34,12995,"Somatosensory areas, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
35,12996,"Somatosensory areas, layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
36,12997,"Somatosensory areas, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
37,12998,"Somatosensory areas, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
38,322,Primary somatosensory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
39,793,"Primary somatosensory area, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
40,346,"Primary somatosensory area, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
41,865,"Primary somatosensory area, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
42,921,"Primary somatosensory area, layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
43,686,"Primary somatosensory area, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
44,719,"Primary somatosensory area, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
45,353,"Primary somatosensory area, nose",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
46,558,"Primary somatosensory area, nose, layer 1",312627,312626.879177,pixels,45,212,212,pixels,0.000678,,,,,,,,,,,,,,,f,sal1,sal,0.0001439415578035513,139150,0.03233920229967661
47,838,"Primary somatosensory area, nose, layer 2/3",522122,522121.80023999995,pixels,8,36,36,pixels,6.9e-05,,,,,,,,,,,,,,,f,sal1,sal,1.5322095335461378e-05,139150,0.005749191519942508
48,654,"Primary somatosensory area, nose, layer 4",485138,485138.481392,pixels,4,18,18,pixels,3.7e-05,,,,,,,,,,,,,,,f,sal1,sal,8.245068477196171e-06,139150,0.002874595759971254
49,702,"Primary somatosensory area, nose, layer 5",554760,554759.820358,pixels,20,95,95,pixels,0.000171,,,,,,,,,,,,,,,f,sal1,sal,3.605163760254575e-05,139150,0.014372978799856271
50,889,"Primary somatosensory area, nose, layer 6a",855842,855841.6390569999,pixels,7,34,34,pixels,4e-05,,,,,,,,,,,,,,,f,sal1,sal,8.179083232866394e-06,139150,0.005030542579949695
51,929,"Primary somatosensory area, nose, layer 6b",60117,60116.509949,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
52,329,"Primary somatosensory area, barrel field",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
53,981,"Primary somatosensory area, barrel field, layer 1",832560,832560.083817,pixels,246,1266,1266,pixels,0.001521,,,,,,,,,,,,,,,f,sal1,sal,0.0002954741703111385,139150,0.17678763923823212
54,201,"Primary somatosensory area, barrel field, layer 2/3",1487102,1487101.899555,pixels,79,404,404,pixels,0.000272,,,,,,,,,,,,,,,f,sal1,sal,5.3123461158673754e-05,139150,0.05677326625943226
55,1047,"Primary somatosensory area, barrel field, layer 4",1235356,1235355.525928,pixels,27,125,125,pixels,0.000101,,,,,,,,,,,,,,,f,sal1,sal,2.1856056360550604e-05,139150,0.019403521379805964
56,1070,"Primary somatosensory area, barrel field, layer 5",1123391,1123390.597775,pixels,40,178,178,pixels,0.00015800000000000002,,,,,,,,,,,,,,,f,sal1,sal,3.560649348430052e-05,139150,0.028745957599712543
57,1038,"Primary somatosensory area, barrel field, layer 6a",1171276,1171276.160908,pixels,21,95,95,pixels,8.1e-05,,,,,,,,,,,,,,,f,sal1,sal,1.7929161969556623e-05,139150,0.015091627739849083
58,1062,"Primary somatosensory area, barrel field, layer 6b",119907,119906.77051900001,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
59,480149202,Rostrolateral lateral visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
60,480149206,"Rostrolateral lateral visual area, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
61,480149210,"Rostrolateral lateral visual area, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
62,480149214,"Rostrolateral lateral visual area, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
63,480149218,"Rostrolateral lateral visual area,layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
64,480149222,"Rostrolateral lateral visual area, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
65,480149226,"Rostrolateral lateral visual area, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
66,337,"Primary somatosensory area, lower limb",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
67,1030,"Primary somatosensory area, lower limb, layer 1",267474,267474.04678699997,pixels,92,441,441,pixels,0.0016489999999999999,,,,,,,,,,,,,,,f,sal1,sal,0.0003439586049754696,139150,0.06611570247933884
68,113,"Primary somatosensory area, lower limb, layer 2/3",603038,603038.3586810001,pixels,48,249,249,pixels,0.000413,,,,,,,,,,,,,,,f,sal1,sal,7.959692664491251e-05,139150,0.034495149119655046
69,1094,"Primary somatosensory area, lower limb, layer 4",262628,262627.723679,pixels,7,32,32,pixels,0.000122,,,,,,,,,,,,,,,f,sal1,sal,2.6653697872947477e-05,139150,0.005030542579949695
70,1128,"Primary somatosensory area, lower limb, layer 5",551918,551918.402859,pixels,112,537,537,pixels,0.000973,,,,,,,,,,,,,,,f,sal1,sal,0.00020292854780675417,139150,0.08048868127919512
71,478,"Primary somatosensory area, lower limb, layer 6a",524847,524846.875793,pixels,17,86,86,pixels,0.000164,,,,,,,,,,,,,,,f,sal1,sal,3.239039953189092e-05,139150,0.012217031979877828
72,510,"Primary somatosensory area, lower limb, layer 6b",48150,48149.615349,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
73,345,"Primary somatosensory area, mouth",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
74,878,"Primary somatosensory area, mouth, layer 1",551243,551243.452847,pixels,49,265,265,pixels,0.000481,,,,,,,,,,,,,,,f,sal1,sal,8.88899446277871e-05,139150,0.03521379805964786
75,657,"Primary somatosensory area, mouth, layer 2/3",1085234,1085233.574928,pixels,14,66,66,pixels,6.1e-05,,,,,,,,,,,,,,,f,sal1,sal,1.2900448643904913e-05,139150,0.01006108515989939
76,950,"Primary somatosensory area, mouth, layer 4",701424,701423.9844470001,pixels,6,31,31,pixels,4.4e-05,,,,,,,,,,,,,,,f,sal1,sal,8.55402742569514e-06,139150,0.004311893639956881
77,974,"Primary somatosensory area, mouth, layer 5",917317,917317.13269,pixels,22,109,109,pixels,0.00011899999999999999,,,,,,,,,,,,,,,f,sal1,sal,2.3982981693022325e-05,139150,0.015810276679841896
78,1102,"Primary somatosensory area, mouth, layer 6a",1240133,1240133.168941,pixels,7,29,29,pixels,2.3e-05,,,,,,,,,,,,,,,f,sal1,sal,5.6445550972381325e-06,139150,0.005030542579949695
79,2,"Primary somatosensory area, mouth, layer 6b",87336,87335.631668,pixels,4,18,18,pixels,0.000206,,,,,,,,,,,,,,,f,sal1,sal,4.5800321399239506e-05,139150,0.002874595759971254
80,369,"Primary somatosensory area, upper limb",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
81,450,"Primary somatosensory area, upper limb, layer 1",368213,368213.373886,pixels,89,424,424,pixels,0.001152,,,,,,,,,,,,,,,f,sal1,sal,0.00024170767905772666,139150,0.06395975565936039
82,854,"Primary somatosensory area, upper limb, layer 2/3",790940,790940.084862,pixels,17,76,76,pixels,9.6e-05,,,,,,,,,,,,,,,f,sal1,sal,2.1493410595021354e-05,139150,0.012217031979877828
83,577,"Primary somatosensory area, upper limb, layer 4",426424,426423.682781,pixels,9,45,45,pixels,0.000106,,,,,,,,,,,,,,,f,sal1,sal,2.110576959821944e-05,139150,0.0064678404599353215
84,625,"Primary somatosensory area, upper limb, layer 5",669854,669853.772308,pixels,62,295,295,pixels,0.00044,,,,,,,,,,,,,,,f,sal1,sal,9.255751413682013e-05,139150,0.044556234279554435
85,945,"Primary somatosensory area, upper limb, layer 6a",827530,827530.3281520001,pixels,14,67,67,pixels,8.1e-05,,,,,,,,,,,,,,,f,sal1,sal,1.6917808959659653e-05,139150,0.01006108515989939
86,1026,"Primary somatosensory area, upper limb, layer 6b",67475,67474.815918,pixels,1,4,4,pixels,5.9e-05,,,,,,,,,,,,,,,f,sal1,sal,1.4820344248367692e-05,139150,0.0007186489399928135
87,361,"Primary somatosensory area, trunk",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
88,1006,"Primary somatosensory area, trunk, layer 1",186872,186872.403252,pixels,78,397,397,pixels,0.002124,,,,,,,,,,,,,,,f,sal1,sal,0.0004173971043483394,139150,0.056054617319439455
89,670,"Primary somatosensory area, trunk, layer 2/3",377073,377073.033363,pixels,31,175,175,pixels,0.00046399999999999995,,,,,,,,,,,,,,,f,sal1,sal,8.221219036407988e-05,139150,0.022278117139777218
90,1086,"Primary somatosensory area, trunk, layer 4",133774,133774.26662799998,pixels,1,6,6,pixels,4.5e-05,,,,,,,,,,,,,,,f,sal1,sal,7.475279253675926e-06,139150,0.0007186489399928135
91,1111,"Primary somatosensory area, trunk, layer 5",309339,309338.757629,pixels,29,141,141,pixels,0.00045599999999999997,,,,,,,,,,,,,,,f,sal1,sal,9.374835608146019e-05,139150,0.020840819259791594
92,9,"Primary somatosensory area, trunk, layer 6a",205460,205459.619423,pixels,15,80,80,pixels,0.000389,,,,,,,,,,,,,,,f,sal1,sal,7.300704655311378e-05,139150,0.010779734099892203
93,461,"Primary somatosensory area, trunk, layer 6b",30215,30214.674827999996,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
94,182305689,"Primary somatosensory area, unassigned",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
95,182305693,"Primary somatosensory area, unassigned, layer 1",138214,138213.716228,pixels,34,166,166,pixels,0.001201,,,,,,,,,,,,,,,f,sal1,sal,0.00024599584562152245,139150,0.024434063959755656
96,182305697,"Primary somatosensory area, unassigned, layer 2/3",283591,283591.023552,pixels,11,52,52,pixels,0.000183,,,,,,,,,,,,,,,f,sal1,sal,3.8788251695078816e-05,139150,0.007905138339920948
97,182305701,"Primary somatosensory area, unassigned, layer 4",167679,167679.42495,pixels,2,8,8,pixels,4.8e-05,,,,,,,,,,,,,,,f,sal1,sal,1.1927521820857725e-05,139150,0.001437297879985627
98,182305705,"Primary somatosensory area, unassigned, layer 5",240060,240060.27410900002,pixels,7,33,33,pixels,0.00013700000000000002,,,,,,,,,,,,,,,f,sal1,sal,2.9159343527291113e-05,139150,0.005030542579949695
99,182305709,"Primary somatosensory area, unassigned, layer 6a",290521,290521.34413499996,pixels,3,14,14,pixels,4.8e-05,,,,,,,,,,,,,,,f,sal1,sal,1.032626366552247e-05,139150,0.0021559468199784403
100,182305713,"Primary somatosensory area, unassigned, layer 6b",25045,25044.677094,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
101,378,Supplemental somatosensory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
102,873,"Supplemental somatosensory area, layer 1",1172001,1172000.6589620002,pixels,161,835,835,pixels,0.000712,,,,,,,,,,,,,,,f,sal1,sal,0.0001373719364139198,139150,0.11570247933884298
103,806,"Supplemental somatosensory area, layer 2/3",1976844,1976843.603153,pixels,111,539,539,pixels,0.000273,,,,,,,,,,,,,,,f,sal1,sal,5.615011719842616e-05,139150,0.07977003233920231
104,1035,"Supplemental somatosensory area, layer 4",1071947,1071947.1699329999,pixels,13,68,68,pixels,6.3e-05,,,,,,,,,,,,,,,f,sal1,sal,1.2127463334608684e-05,139150,0.009342436219906576
105,1090,"Supplemental somatosensory area, layer 5",2016864,2016864.4555849999,pixels,79,382,382,pixels,0.00018899999999999999,,,,,,,,,,,,,,,f,sal1,sal,3.916971206529877e-05,139150,0.05677326625943226
106,862,"Supplemental somatosensory area, layer 6a",1940065,1940064.7132150002,pixels,36,181,181,pixels,9.300000000000001e-05,,,,,,,,,,,,,,,f,sal1,sal,1.8556082049625134e-05,139150,0.025871361839741286
107,893,"Supplemental somatosensory area, layer 6b",186515,186515.035107,pixels,8,39,39,pixels,0.00020899999999999998,,,,,,,,,,,,,,,f,sal1,sal,4.2891984527738245e-05,139150,0.005749191519942508
108,1057,Gustatory areas,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
109,36,"Gustatory areas, layer 1",155691,155691.164555,pixels,23,124,124,pixels,0.000796,,,,,,,,,,,,,,,f,sal1,sal,0.00014772835739098697,139150,0.01652892561983471
110,180,"Gustatory areas, layer 2/3",321983,321983.30154,pixels,6,30,30,pixels,9.300000000000001e-05,,,,,,,,,,,,,,,f,sal1,sal,1.8634506731569182e-05,139150,0.004311893639956881
111,148,"Gustatory areas, layer 4",118625,118625.448696,pixels,2,15,15,pixels,0.000126,,,,,,,,,,,,,,,f,sal1,sal,1.685978870457532e-05,139150,0.001437297879985627
112,187,"Gustatory areas, layer 5",454689,454689.357204,pixels,40,209,209,pixels,0.00045999999999999996,,,,,,,,,,,,,,,f,sal1,sal,8.797214926245498e-05,139150,0.028745957599712543
113,638,"Gustatory areas, layer 6a",365104,365104.260914,pixels,12,57,57,pixels,0.000156,,,,,,,,,,,,,,,f,sal1,sal,3.2867323897999075e-05,139150,0.008623787279913761
114,662,"Gustatory areas, layer 6b",33658,33658.082005000004,pixels,1,5,5,pixels,0.000149,,,,,,,,,,,,,,,f,sal1,sal,2.971054618773129e-05,139150,0.0007186489399928135
115,677,Visceral area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
116,897,"Visceral area, layer 1",323196,323196.178448,pixels,15,69,69,pixels,0.000213,,,,,,,,,,,,,,,f,sal1,sal,4.641143986302856e-05,139150,0.010779734099892203
117,1106,"Visceral area, layer 2/3",509670,509670.25965900003,pixels,41,217,217,pixels,0.000426,,,,,,,,,,,,,,,f,sal1,sal,8.044416801449521e-05,139150,0.02946460653970535
118,1010,"Visceral area, layer 4",179640,179640.385788,pixels,4,24,24,pixels,0.000134,,,,,,,,,,,,,,,f,sal1,sal,2.226670791455849e-05,139150,0.002874595759971254
119,1058,"Visceral area, layer 5",652969,652968.725964,pixels,45,233,233,pixels,0.000357,,,,,,,,,,,,,,,f,sal1,sal,6.89160111513227e-05,139150,0.03233920229967661
120,857,"Visceral area, layer 6a",480058,480058.323299,pixels,47,246,246,pixels,0.000512,,,,,,,,,,,,,,,f,sal1,sal,9.79047705641518e-05,139150,0.03377650017966223
121,849,"Visceral area, layer 6b",43390,43389.584083999995,pixels,5,27,27,pixels,0.0006219999999999999,,,,,,,,,,,,,,,f,sal1,sal,0.0001152350294559233,139150,0.003593244699964068
122,247,Auditory areas,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
123,1011,Dorsal auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
124,527,"Dorsal auditory area, layer 1",96861,96861.393589,pixels,43,215,215,pixels,0.0022199999999999998,,,,,,,,,,,,,,,f,sal1,sal,0.0004439333196304876,139150,0.03090190441969098
125,600,"Dorsal auditory area, layer 2/3",155160,155159.555508,pixels,30,155,155,pixels,0.000999,,,,,,,,,,,,,,,f,sal1,sal,0.00019334935513174505,139150,0.021559468199784406
126,678,"Dorsal auditory area, layer 4",62564,62564.13875599999,pixels,2,10,10,pixels,0.00016,,,,,,,,,,,,,,,f,sal1,sal,3.1967194622465687e-05,139150,0.001437297879985627
127,252,"Dorsal auditory area, layer 5",158140,158139.875938,pixels,10,52,52,pixels,0.00032900000000000003,,,,,,,,,,,,,,,f,sal1,sal,6.323515774048399e-05,139150,0.007186489399928136
128,156,"Dorsal auditory area, layer 6a",83972,83971.75515,pixels,8,36,36,pixels,0.000429,,,,,,,,,,,,,,,f,sal1,sal,9.52701296490645e-05,139150,0.005749191519942508
129,243,"Dorsal auditory area, layer 6b",12579,12579.221737,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
130,480149230,Laterolateral anterior visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
131,480149234,"Laterolateral anterior visual area, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
132,480149238,"Laterolateral anterior visual area, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
133,480149242,"Laterolateral anterior visual area, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
134,480149246,"Laterolateral anterior visual area,layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
135,480149250,"Laterolateral anterior visual area, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
136,480149254,"Laterolateral anterior visual area, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
137,1002,Primary auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
138,735,"Primary auditory area, layer 1",170382,170381.916725,pixels,66,319,319,pixels,0.001872,,,,,,,,,,,,,,,f,sal1,sal,0.00038736505181195607,139150,0.04743083003952569
139,251,"Primary auditory area, layer 2/3",211129,211129.452446,pixels,38,195,195,pixels,0.000924,,,,,,,,,,,,,,,f,sal1,sal,0.00017998436295722006,139150,0.027308659719726916
140,816,"Primary auditory area, layer 4",103213,103212.814339,pixels,5,21,21,pixels,0.00020299999999999997,,,,,,,,,,,,,,,f,sal1,sal,4.8443597163987994e-05,139150,0.003593244699964068
141,847,"Primary auditory area, layer 5",310617,310616.708904,pixels,19,103,103,pixels,0.000332,,,,,,,,,,,,,,,f,sal1,sal,6.116863470429786e-05,139150,0.013654329859863458
142,954,"Primary auditory area, layer 6a",130263,130262.610329,pixels,11,55,55,pixels,0.00042199999999999996,,,,,,,,,,,,,,,f,sal1,sal,8.444479941111007e-05,139150,0.007905138339920948
143,1005,"Primary auditory area, layer 6b",24715,24714.558498,pixels,3,16,16,pixels,0.000647,,,,,,,,,,,,,,,f,sal1,sal,0.00012138594344069599,139150,0.0021559468199784403
144,1027,Posterior auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
145,696,"Posterior auditory area, layer 1",69182,69182.034122,pixels,28,143,143,pixels,0.0020670000000000003,,,,,,,,,,,,,,,f,sal1,sal,0.00040472935430928525,139150,0.02012217031979878
146,643,"Posterior auditory area, layer 2/3",88282,88282.061504,pixels,24,119,119,pixels,0.001348,,,,,,,,,,,,,,,f,sal1,sal,0.00027185590811008164,139150,0.017247574559827523
147,759,"Posterior auditory area, layer 4",47385,47384.886005,pixels,4,22,22,pixels,0.00046399999999999995,,,,,,,,,,,,,,,f,sal1,sal,8.441510230873879e-05,139150,0.002874595759971254
148,791,"Posterior auditory area, layer 5",109313,109312.960526,pixels,16,86,86,pixels,0.000787,,,,,,,,,,,,,,,f,sal1,sal,0.00014636873727515972,139150,0.011498383039885016
149,249,"Posterior auditory area, layer 6a",48905,48905.265572000004,pixels,6,28,28,pixels,0.000573,,,,,,,,,,,,,,,f,sal1,sal,0.0001226861756054999,139150,0.004311893639956881
150,456,"Posterior auditory area, layer 6b",11896,11895.797623,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,0.0,139150,0.0
151,1018,Ventral auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal1,sal,,139150,0.0
152,959,"Ventral auditory area, layer 1",170319,170318.735718,pixels,52,282,282,pixels,0.001656,,,,,,,,,,,,,,,f,sal1,sal,0.0003053099224861403,139150,0.037369744879626306
