id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
153,"left Ventral auditory area, layer 4",AUDv4-L,150,8,2629,0.10675,24627.63466
154,"left Ventral auditory area, layer 5",AUDv5-L,150,8,3927,0.30221875,12993.89929
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150,8,1614,0.141671875,11392.52233
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150,8,241,0.021953125,10977.93594
157,left Visual areas,VIS-L,5,6,23318,6.73221875,3463.642651
164,left Anterolateral visual area,VISal-L,157,7,2145,0.37953125,5651.708522
165,"left Anterolateral visual area, layer 1",VISal1-L,164,8,46,0.058921875,780.6947759
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164,8,764,0.099625,7668.757842
167,"left Anterolateral visual area, layer 4",VISal4-L,164,8,343,0.051671875,6638.04052
168,"left Anterolateral visual area, layer 5",VISal5-L,164,8,719,0.101765625,7065.254107
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164,8,243,0.0563125,4315.205327
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164,8,30,0.011234375,2670.375522
171,left Anteromedial visual area,VISam-L,157,7,1177,0.3951875,2978.33307
172,"left Anteromedial visual area, layer 1",VISam1-L,171,8,156,0.066859375,2333.255434
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171,8,378,0.104,3634.615385
174,"left Anteromedial visual area, layer 4",VISam4-L,171,8,214,0.030171875,7092.698084
175,"left Anteromedial visual area, layer 5",VISam5-L,171,8,273,0.11375,2400
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171,8,134,0.067796875,1976.492279
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171,8,22,0.012609375,1744.733581
178,left Lateral visual area,VISl-L,157,7,2951,0.61309375,4813.293236
179,"left Lateral visual area, layer 1",VISl1-L,178,8,96,0.0928125,1034.343434
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178,8,975,0.150609375,6473.700591
181,"left Lateral visual area, layer 4",VISl4-L,178,8,552,0.089640625,6157.922259
182,"left Lateral visual area, layer 5",VISl5-L,178,8,817,0.157,5203.821656
183,"left Lateral visual area, layer 6a",VISl6a-L,178,8,432,0.10353125,4172.653184
184,"left Lateral visual area, layer 6b",VISl6b-L,178,8,79,0.0195,4051.282051
185,left Primary visual area,VISp-L,157,7,8477,3.537703125,2396.187498
186,"left Primary visual area, layer 1",VISp1-L,185,8,1219,0.630546875,1933.242473
187,"left Primary visual area, layer 2/3",VISp2/3-L,185,8,2885,0.99971875,2885.811635
188,"left Primary visual area, layer 4",VISp4-L,185,8,1074,0.5121875,2096.888347
189,"left Primary visual area, layer 5",VISp5-L,185,8,1829,0.776203125,2356.341969
190,"left Primary visual area, layer 6a",VISp6a-L,185,8,1322,0.534015625,2475.582994
191,"left Primary visual area, layer 6b",VISp6b-L,185,8,148,0.08503125,1740.536567
192,left Posterolateral visual area,VISpl-L,157,7,785,0.397140625,1976.629815
193,"left Posterolateral visual area, layer 1",VISpl1-L,192,8,47,0.0949375,495.0625411
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192,8,181,0.104203125,1736.992053
195,"left Posterolateral visual area, layer 4",VISpl4-L,192,8,112,0.0181875,6158.075601
196,"left Posterolateral visual area, layer 5",VISpl5-L,192,8,339,0.121671875,2786.182098
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192,8,104,0.05375,1934.883721
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192,8,2,0.004390625,455.5160142
199,left posteromedial visual area,VISpm-L,157,7,1933,0.522125,3702.178597
200,"left posteromedial visual area, layer 1",VISpm1-L,199,8,413,0.0939375,4396.540253
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199,8,619,0.14671875,4218.956337
202,"left posteromedial visual area, layer 4",VISpm4-L,199,8,118,0.049328125,2392.144441
203,"left posteromedial visual area, layer 5",VISpm5-L,199,8,549,0.14246875,3853.47664
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199,8,201,0.075359375,2667.219573
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199,8,33,0.0143125,2305.676856
206,left Laterointermediate area,VISli-L,157,7,2193,0.246234375,8906.148867
207,"left Laterointermediate area, layer 1",VISli1-L,206,8,46,0.03734375,1231.799163
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206,8,632,0.05871875,10763.1719
209,"left Laterointermediate area, layer 4",VISli4-L,206,8,351,0.02853125,12302.30011
210,"left Laterointermediate area, layer 5",VISli5-L,206,8,857,0.07396875,11585.97381
211,"left Laterointermediate area, layer 6a",VISli6a-L,206,8,264,0.03984375,6625.882353
212,"left Laterointermediate area, layer 6b",VISli6b-L,206,8,43,0.007828125,5493.013972
213,left Postrhinal area,VISpor-L,157,7,3657,0.641203125,5703.340887
214,"left Postrhinal area, layer 1",VISpor1-L,213,8,208,0.12509375,1662.752935
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213,8,1146,0.186953125,6129.878813
216,"left Postrhinal area, layer 4",VISpor4-L,213,8,426,0.03025,14082.64463
217,"left Postrhinal area, layer 5",VISpor5-L,213,8,1372,0.192390625,7131.324616
218,"left Postrhinal area, layer 6a",VISpor6a-L,213,8,441,0.090234375,4887.272727
219,"left Postrhinal area, layer 6b",VISpor6b-L,213,8,64,0.01628125,3930.902111
220,left Anterior cingulate area,ACA-L,5,6,2449,2.754296875,889.1561481
226,"left Anterior cingulate area, dorsal part",ACAd-L,220,7,1363,1.556421875,875.7265764
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226,8,187,0.289625,645.6624946
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226,8,534,0.304125,1755.856967
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226,8,423,0.600515625,704.3946608
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226,8,218,0.349875,623.0796713
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226,8,1,0.01228125,81.42493639
232,"left Anterior cingulate area, ventral part",ACAv-L,220,7,1086,1.197875,906.6054471
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232,8,78,0.23403125,333.2888236
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232,8,453,0.24753125,1830.071961
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232,8,467,0.504171875,926.2714228
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232,8,86,0.181234375,474.5236658
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232,8,2,0.03090625,64.71183013
238,left Prelimbic area,PL-L,5,6,4144,1.198703125,3457.069489
239,"left Prelimbic area, layer 1",PL1-L,238,7,201,0.25490625,788.5251931
241,"left Prelimbic area, layer 2/3",PL2/3-L,238,7,1227,0.20753125,5912.362596
242,"left Prelimbic area, layer 5",PL5-L,238,7,2149,0.494078125,4349.514563
243,"left Prelimbic area, layer 6a",PL6a-L,238,7,565,0.231484375,2440.76949
244,"left Prelimbic area, layer 6b",PL6b-L,238,7,2,0.010703125,186.8613139
245,left Infralimbic area,ILA-L,5,6,1826,0.419796875,4349.722708
246,"left Infralimbic area, layer 1",ILA1-L,245,7,19,0.073140625,259.7735527
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245,7,240,0.0715625,3353.71179
249,"left Infralimbic area, layer 5",ILA5-L,245,7,1190,0.167359375,7110.447204
250,"left Infralimbic area, layer 6a",ILA6a-L,245,7,377,0.102421875,3680.85431
251,"left Infralimbic area, layer 6b",ILA6b-L,245,7,0,0.0053125,0
252,left Orbital area,ORB-L,5,6,4562,2.946921875,1548.055969
258,"left Orbital area, lateral part",ORBl-L,252,7,1645,1.36346875,1206.48163
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258,8,105,0.18784375,558.9752121
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258,8,345,0.31075,1110.217216
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258,8,873,0.603515625,1446.524272
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258,8,316,0.2386875,1323.906782
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258,8,6,0.022671875,264.6450724
264,"left Orbital area, medial part",ORBm-L,252,7,1321,0.694828125,1901.189593
265,"left Orbital area, medial part, layer 1",ORBm1-L,264,8,64,0.205578125,311.3171696
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264,8,338,0.158234375,2136.071887
268,"left Orbital area, medial part, layer 5",ORBm5-L,264,8,760,0.2359375,3221.192053
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264,8,159,0.093203125,1705.951383
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264,8,0,0.001875,0
272,"left Orbital area, ventrolateral part",ORBvl-L,252,7,1596,0.888625,1796.033197
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272,8,280,0.19271875,1452.894438
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272,8,585,0.26178125,2234.690223
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272,8,597,0.309953125,1926.097696
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272,8,134,0.119,1126.05042
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272,8,0,0.005171875,0
278,left Agranular insular area,AI-L,5,6,12599,3.94978125,3189.796903
279,"left Agranular insular area, dorsal part",AId-L,278,7,5754,1.86365625,3087.479249
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279,8,234,0.23034375,1015.873016
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279,8,1540,0.46315625,3325.011808
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279,8,2469,0.75421875,3273.586078
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279,8,1509,0.39071875,3862.113093
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279,8,2,0.02521875,79.30607187
285,"left Agranular insular area, posterior part",AIp-L,278,7,5264,1.217265625,4324.446441
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285,8,507,0.210953125,2403.377528
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285,8,2078,0.40159375,5174.383316
288,"left Agranular insular area, posterior part, layer 5",AIp5-L,285,8,1469,0.37634375,3903.346342
289,"left Agranular insular area, posterior part, layer 6a",AIp6a-L,285,8,1160,0.218109375,5318.432552
290,"left Agranular insular area, posterior part, layer 6b",AIp6b-L,285,8,50,0.010265625,4870.624049
291,"left Agranular insular area, ventral part",AIv-L,278,7,1581,0.868859375,1819.627025
292,"left Agranular insular area, ventral part, layer 1",AIv1-L,291,8,103,0.12546875,820.9215442
293,"left Agranular insular area, ventral part, layer 2/3",AIv2/3-L,291,8,440,0.29709375,1481.01399
294,"left Agranular insular area, ventral part, layer 5",AIv5-L,291,8,735,0.3605625,2038.481539
295,"left Agranular insular area, ventral part, layer 6a",AIv6a-L,291,8,303,0.084234375,3597.106288
296,"left Agranular insular area, ventral part, layer 6b",AIv6b-L,291,8,0,0.0015,0
297,left Retrosplenial area,RSP-L,5,6,6825,5.243828125,1301.530073
298,"left Retrosplenial area, lateral agranular part",RSPagl-L,297,7,3665,1.178046875,3111.081637
299,"left Retrosplenial area, lateral agranular part, layer 1",RSPagl1-L,298,8,837,0.253203125,3305.646405
300,"left Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3-L,298,8,1348,0.334421875,4030.836799
301,"left Retrosplenial area, lateral agranular part, layer 5",RSPagl5-L,298,8,976,0.366734375,2661.326744
302,"left Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a-L,298,8,461,0.20546875,2243.65019
303,"left Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b-L,298,8,43,0.01821875,2360.205832
325,"left Retrosplenial area, dorsal part",RSPd-L,297,7,2371,1.899359375,1248.315633
326,"left Retrosplenial area, dorsal part, layer 1",RSPd1-L,325,8,484,0.415375,1165.212158
327,"left Retrosplenial area, dorsal part, layer 2/3",RSPd2/3-L,325,8,669,0.486953125,1373.848869
329,"left Retrosplenial area, dorsal part, layer 5",RSPd5-L,325,8,628,0.603390625,1040.785146
330,"left Retrosplenial area, dorsal part, layer 6a",RSPd6a-L,325,8,577,0.37765625,1527.844435
331,"left Retrosplenial area, dorsal part, layer 6b",RSPd6b-L,325,8,13,0.015984375,813.2942326
332,"left Retrosplenial area, ventral part",RSPv-L,297,7,789,2.166421875,364.1949932
333,"left Retrosplenial area, ventral part, layer 1",RSPv1-L,332,8,167,0.46271875,360.9103802
335,"left Retrosplenial area, ventral part, layer 2/3",RSPv2/3-L,332,8,246,0.5099375,482.4120603
336,"left Retrosplenial area, ventral part, layer 5",RSPv5-L,332,8,225,0.8398125,267.9169457
337,"left Retrosplenial area, ventral part, layer 6a",RSPv6a-L,332,8,148,0.329203125,449.570459
338,"left Retrosplenial area, ventral part, layer 6b",RSPv6b-L,332,8,3,0.02475,121.2121212
339,left Posterior parietal association areas,PTLp-L,5,6,2398,1.227125,1954.161149
346,left Anterior area,VISa-L,339,7,1446,0.7190625,2010.95176
347,"left Anterior area, layer 1",VISa1-L,346,8,146,0.118875,1228.180862
348,"left Anterior area, layer 2/3",VISa2/3-L,346,8,584,0.2134375,2736.163982
349,"left Anterior area, layer 4",VISa4-L,346,8,222,0.077578125,2861.63142
350,"left Anterior area, layer 5",VISa5-L,346,8,353,0.177453125,1989.257727
351,"left Anterior area, layer 6a",VISa6a-L,346,8,126,0.1115625,1129.411765
352,"left Anterior area, layer 6b",VISa6b-L,346,8,15,0.02015625,744.1860465
353,left Rostrolateral visual area,VISrl-L,339,7,952,0.5080625,1873.785213
354,"left Rostrolateral area, layer 1",VISrl1-L,353,8,107,0.08478125,1262.071508
355,"left Rostrolateral area, layer 2/3",VISrl2/3-L,353,8,358,0.13790625,2595.966463
356,"left Rostrolateral area, layer 4",VISrl4-L,353,8,165,0.073390625,2248.24356
357,"left Rostrolateral area, layer 5",VISrl5-L,353,8,217,0.12178125,1781.8835
358,"left Rostrolateral area, layer 6a",VISrl6a-L,353,8,92,0.0756875,1215.52436
359,"left Rostrolateral area, layer 6b",VISrl6b-L,353,8,13,0.014515625,895.5866523
360,left Temporal association areas,TEa-L,5,6,17108,1.55525,11000.16075
361,"left Temporal association areas, layer 1",TEa1-L,360,7,1117,0.267375,4177.653109
362,"left Temporal association areas, layer 2/3",TEa2/3-L,360,7,4266,0.351671875,12130.62603
363,"left Temporal association areas, layer 4",TEa4-L,360,7,2477,0.1561875,15859.14366
364,"left Temporal association areas, layer 5",TEa5-L,360,7,5704,0.4753125,12000.52597
365,"left Temporal association areas, layer 6a",TEa6a-L,360,7,3102,0.261359375,11868.71525
366,"left Temporal association areas, layer 6b",TEa6b-L,360,7,442,0.04334375,10197.54867
367,left Perirhinal area,PERI-L,5,6,927,0.395078125,2346.371366
368,"left Perirhinal area, layer 1",PERI1-L,367,7,122,0.1113125,1096.013476
369,"left Perirhinal area, layer 2/3",PERI2/3-L,367,7,546,0.16634375,3282.359572
370,"left Perirhinal area, layer 5",PERI5-L,367,7,132,0.0840625,1570.260223
371,"left Perirhinal area, layer 6a",PERI6a-L,367,7,117,0.026703125,4381.509655
372,"left Perirhinal area, layer 6b",PERI6b-L,367,7,10,0.00665625,1502.347418
373,left Ectorhinal area,ECT-L,5,6,6348,0.85571875,7418.325238
374,left Ectorhinal area/Layer 1,ECT1-L,373,7,404,0.132234375,3055.181378
375,left Ectorhinal area/Layer 2/3,ECT2/3-L,373,7,2260,0.23665625,9549.716097
376,left Ectorhinal area/Layer 5,ECT5-L,373,7,1778,0.26471875,6716.562389
377,left Ectorhinal area/Layer 6a,ECT6a-L,373,7,1706,0.195265625,8736.816836
378,left Ectorhinal area/Layer 6b,ECT6b-L,373,7,200,0.02684375,7450.523865
379,left Olfactory areas,OLF-L,4,5,46472,23.35279688,1989.997183
380,left Main olfactory bulb,MOB-L,379,6,6173,8.23196875,749.8813695
386,left Accessory olfactory bulb,AOB-L,379,6,424,0.325625,1302.111324
387,"left Accessory olfactory bulb, glomerular layer",AOBgl-L,386,7,39,0.0773125,504.4462409
388,"left Accessory olfactory bulb, granular layer",AOBgr-L,386,7,265,0.110171875,2405.332577
389,"left Accessory olfactory bulb, mitral layer",AOBmi-L,386,7,120,0.138140625,868.6800136
390,left Anterior olfactory nucleus,AON-L,379,6,7236,2.434671875,2972.063741
