id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44,9,0,0.02675,0
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37,8,609,3.145734375,193.5954939
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51,9,278,0.419375,662.8912072
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51,9,92,0.75821875,121.3370152
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51,9,43,0.641265625,67.05489632
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51,9,58,0.603984375,96.02897426
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51,9,113,0.648828125,174.1601445
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51,9,25,0.0740625,337.5527426
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37,8,101,1.176484375,85.84899396
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65,9,57,0.149265625,381.8695698
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65,9,15,0.32325,46.4037123
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65,9,4,0.1366875,29.26383173
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65,9,8,0.278,28.77697842
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65,9,17,0.263890625,64.42062881
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65,9,0,0.025390625,0
72,"left Primary somatosensory area, mouth",SSp-m-L,37,8,360,3.105328125,115.929778
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72,9,220,0.3904375,563.4704658
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72,9,80,0.7490625,106.8001669
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72,9,24,0.4736875,50.66631482
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72,9,8,0.60871875,13.14235844
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72,9,28,0.82609375,33.8944581
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72,9,0,0.057328125,0
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37,8,70,1.88471875,37.14082008
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79,9,37,0.230640625,160.4227356
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79,9,20,0.4891875,40.88411907
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79,9,2,0.261640625,7.644072858
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79,9,5,0.395625,12.63823065
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79,9,5,0.470546875,10.62593392
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79,9,1,0.037078125,26.97008007
86,"left Primary somatosensory area, trunk",SSp-tr-L,37,8,179,0.700375,255.5773693
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86,9,84,0.10228125,821.2648946
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86,9,35,0.21225,164.8998822
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86,9,13,0.07596875,171.1229947
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86,9,29,0.17646875,164.3350452
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86,9,14,0.11621875,120.4624899
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86,9,4,0.0171875,232.7272727
93,"left Primary somatosensory area, unassigned",SSp-un-L,37,8,16,0.63115625,25.35029955
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93,9,11,0.08315625,132.2810973
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93,9,2,0.165390625,12.09258385
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93,9,2,0.09409375,21.25539688
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93,9,1,0.129125,7.744433688
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93,9,0,0.146953125,0
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93,9,0,0.0124375,0
100,left Supplemental somatosensory area,SSs-L,30,7,5763,4.512671875,1277.070472
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100,8,1651,0.624,2645.833333
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100,8,2123,1.072484375,1979.516019
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100,8,525,0.5831875,900.2250563
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100,8,827,1.092734375,756.8170444
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100,8,576,1.037703125,555.0720491
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100,8,61,0.1025625,594.7592931
107,left Gustatory areas,GU-L,5,6,215,0.884859375,242.9764617
108,"left Gustatory areas, layer 1",GU1-L,107,7,44,0.0978125,449.8402556
109,"left Gustatory areas, layer 2/3",GU2/3-L,107,7,53,0.20109375,263.5586636
110,"left Gustatory areas, layer 4",GU4-L,107,7,11,0.0735,149.6598639
111,"left Gustatory areas, layer 5",GU5-L,107,7,74,0.272515625,271.5440628
112,"left Gustatory areas, layer 6a",GU6a-L,107,7,30,0.219875,136.4411597
113,"left Gustatory areas, layer 6b",GU6b-L,107,7,3,0.0200625,149.5327103
114,left Visceral area,VISC-L,5,6,1395,1.177078125,1185.137987
115,"left Visceral area, layer 1",VISC1-L,114,7,374,0.171578125,2179.765049
116,"left Visceral area, layer 2/3",VISC2/3-L,114,7,382,0.268859375,1420.817109
117,"left Visceral area, layer 4",VISC4-L,114,7,93,0.09134375,1018.132056
118,"left Visceral area, layer 5",VISC5-L,114,7,310,0.35340625,877.1774693
119,"left Visceral area, layer 6a",VISC6a-L,114,7,226,0.267125,846.0458587
120,"left Visceral area, layer 6b",VISC6b-L,114,7,10,0.024765625,403.785489
121,left Auditory areas,AUD-L,5,6,8089,2.903578125,2785.873034
122,left Dorsal auditory area,AUDd-L,121,7,1237,0.607375,2036.633052
123,"left Dorsal auditory area, layer 1",AUDd1-L,122,8,439,0.098125,4473.88535
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122,8,470,0.164,2865.853659
125,"left Dorsal auditory area, layer 4",AUDd4-L,122,8,74,0.06609375,1119.621749
126,"left Dorsal auditory area, layer 5",AUDd5-L,122,8,143,0.17165625,833.0602585
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122,8,95,0.092265625,1029.635902
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122,8,16,0.015234375,1050.25641
136,left Primary auditory area,AUDp-L,121,7,1547,1.07671875,1436.772602
137,"left Primary auditory area, layer 1",AUDp1-L,136,8,312,0.18984375,1643.45679
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136,8,422,0.235625,1790.981432
139,"left Primary auditory area, layer 4",AUDp4-L,136,8,129,0.117375,1099.041534
140,"left Primary auditory area, layer 5",AUDp5-L,136,8,393,0.3574375,1099.492918
141,"left Primary auditory area, layer 6a",AUDp6a-L,136,8,260,0.149203125,1742.590847
142,"left Primary auditory area, layer 6b",AUDp6b-L,136,8,31,0.027234375,1138.267355
143,left Posterior auditory area,AUDpo-L,121,7,304,0.306625,991.4390542
144,"left Posterior auditory area, layer 1",AUDpo1-L,143,8,15,0.056703125,264.5356848
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143,8,27,0.073265625,368.5220729
146,"left Posterior auditory area, layer 4",AUDpo4-L,143,8,40,0.0373125,1072.026801
147,"left Posterior auditory area, layer 5",AUDpo5-L,143,8,126,0.0906875,1389.38663
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143,8,83,0.039578125,2097.118042
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143,8,13,0.009078125,1432.013769
150,left Ventral auditory area,AUDv-L,121,7,5001,0.912859375,5478.39036
151,"left Ventral auditory area, layer 1",AUDv1-L,150,8,842,0.145921875,5770.210943
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150,8,1445,0.19434375,7435.278984
153,"left Ventral auditory area, layer 4",AUDv4-L,150,8,591,0.10675,5536.299766
154,"left Ventral auditory area, layer 5",AUDv5-L,150,8,1462,0.30221875,4837.555579
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150,8,604,0.141671875,4263.37267
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150,8,57,0.021953125,2596.441281
157,left Visual areas,VIS-L,5,6,15805,6.73221875,2347.665842
164,left Anterolateral visual area,VISal-L,157,7,336,0.37953125,885.3025937
165,"left Anterolateral visual area, layer 1",VISal1-L,164,8,16,0.058921875,271.546009
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164,8,104,0.099625,1043.91468
167,"left Anterolateral visual area, layer 4",VISal4-L,164,8,48,0.051671875,928.9386151
168,"left Anterolateral visual area, layer 5",VISal5-L,164,8,74,0.101765625,727.1610625
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164,8,89,0.0563125,1580.466149
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164,8,5,0.011234375,445.0625869
171,left Anteromedial visual area,VISam-L,157,7,678,0.3951875,1715.64131
172,"left Anteromedial visual area, layer 1",VISam1-L,171,8,233,0.066859375,3484.926385
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171,8,273,0.104,2625
174,"left Anteromedial visual area, layer 4",VISam4-L,171,8,107,0.030171875,3546.349042
175,"left Anteromedial visual area, layer 5",VISam5-L,171,8,46,0.11375,404.3956044
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171,8,16,0.067796875,235.9990781
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171,8,3,0.012609375,237.9182156
178,left Lateral visual area,VISl-L,157,7,1749,0.61309375,2852.744788
179,"left Lateral visual area, layer 1",VISl1-L,178,8,207,0.0928125,2230.30303
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178,8,626,0.150609375,4156.447764
181,"left Lateral visual area, layer 4",VISl4-L,178,8,253,0.089640625,2822.381035
182,"left Lateral visual area, layer 5",VISl5-L,178,8,281,0.157,1789.808917
183,"left Lateral visual area, layer 6a",VISl6a-L,178,8,314,0.10353125,3032.900694
184,"left Lateral visual area, layer 6b",VISl6b-L,178,8,68,0.0195,3487.179487
185,left Primary visual area,VISp-L,157,7,5496,3.537703125,1553.55037
186,"left Primary visual area, layer 1",VISp1-L,185,8,921,0.630546875,1460.636848
187,"left Primary visual area, layer 2/3",VISp2/3-L,185,8,2438,0.99971875,2438.68588
188,"left Primary visual area, layer 4",VISp4-L,185,8,338,0.5121875,659.9145821
189,"left Primary visual area, layer 5",VISp5-L,185,8,789,0.776203125,1016.486503
190,"left Primary visual area, layer 6a",VISp6a-L,185,8,913,0.534015625,1709.687802
191,"left Primary visual area, layer 6b",VISp6b-L,185,8,97,0.08503125,1140.757075
192,left Posterolateral visual area,VISpl-L,157,7,1611,0.397140625,4056.49762
193,"left Posterolateral visual area, layer 1",VISpl1-L,192,8,239,0.0949375,2517.445688
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192,8,395,0.104203125,3790.673264
195,"left Posterolateral visual area, layer 4",VISpl4-L,192,8,118,0.0181875,6487.972509
196,"left Posterolateral visual area, layer 5",VISpl5-L,192,8,587,0.121671875,4824.451008
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192,8,269,0.05375,5004.651163
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192,8,3,0.004390625,683.2740214
199,left posteromedial visual area,VISpm-L,157,7,754,0.522125,1444.098635
200,"left posteromedial visual area, layer 1",VISpm1-L,199,8,174,0.0939375,1852.295409
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199,8,241,0.14671875,1642.598509
202,"left posteromedial visual area, layer 4",VISpm4-L,199,8,121,0.049328125,2452.961672
203,"left posteromedial visual area, layer 5",VISpm5-L,199,8,150,0.14246875,1052.86247
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199,8,60,0.075359375,796.1849471
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199,8,8,0.0143125,558.9519651
206,left Laterointermediate area,VISli-L,157,7,809,0.246234375,3285.487658
207,"left Laterointermediate area, layer 1",VISli1-L,206,8,28,0.03734375,749.790795
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206,8,240,0.05871875,4087.280468
209,"left Laterointermediate area, layer 4",VISli4-L,206,8,68,0.02853125,2383.351588
210,"left Laterointermediate area, layer 5",VISli5-L,206,8,316,0.07396875,4272.074356
211,"left Laterointermediate area, layer 6a",VISli6a-L,206,8,126,0.03984375,3162.352941
212,"left Laterointermediate area, layer 6b",VISli6b-L,206,8,31,0.007828125,3960.07984
213,left Postrhinal area,VISpor-L,157,7,4372,0.641203125,6818.432147
214,"left Postrhinal area, layer 1",VISpor1-L,213,8,323,0.12509375,2582.063452
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213,8,1286,0.186953125,6878.729628
216,"left Postrhinal area, layer 4",VISpor4-L,213,8,144,0.03025,4760.330579
217,"left Postrhinal area, layer 5",VISpor5-L,213,8,1899,0.192390625,9870.543328
218,"left Postrhinal area, layer 6a",VISpor6a-L,213,8,663,0.090234375,7347.532468
219,"left Postrhinal area, layer 6b",VISpor6b-L,213,8,57,0.01628125,3500.959693
220,left Anterior cingulate area,ACA-L,5,6,898,2.754296875,326.0360233
226,"left Anterior cingulate area, dorsal part",ACAd-L,220,7,578,1.556421875,371.3646083
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226,8,198,0.289625,683.6426413
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226,8,178,0.304125,585.2856556
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226,8,139,0.600515625,231.4677491
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226,8,63,0.349875,180.0643087
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226,8,0,0.01228125,0
232,"left Anterior cingulate area, ventral part",ACAv-L,220,7,320,1.197875,267.1397266
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232,8,75,0.23403125,320.4700227
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232,8,142,0.24753125,573.6649413
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232,8,93,0.504171875,184.4609043
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232,8,8,0.181234375,44.14173636
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232,8,2,0.03090625,64.71183013
238,left Prelimbic area,PL-L,5,6,2193,1.198703125,1829.477169
239,"left Prelimbic area, layer 1",PL1-L,238,7,233,0.25490625,914.0615422
241,"left Prelimbic area, layer 2/3",PL2/3-L,238,7,642,0.20753125,3093.510014
242,"left Prelimbic area, layer 5",PL5-L,238,7,1090,0.494078125,2206.128838
243,"left Prelimbic area, layer 6a",PL6a-L,238,7,227,0.231484375,980.6277422
244,"left Prelimbic area, layer 6b",PL6b-L,238,7,1,0.010703125,93.43065693
245,left Infralimbic area,ILA-L,5,6,1396,0.419796875,3325.417799
246,"left Infralimbic area, layer 1",ILA1-L,245,7,75,0.073140625,1025.421918
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245,7,236,0.0715625,3297.816594
249,"left Infralimbic area, layer 5",ILA5-L,245,7,801,0.167359375,4786.10774
250,"left Infralimbic area, layer 6a",ILA6a-L,245,7,284,0.102421875,2772.845156
251,"left Infralimbic area, layer 6b",ILA6b-L,245,7,0,0.0053125,0
252,left Orbital area,ORB-L,5,6,2890,2.946921875,980.6842945
258,"left Orbital area, lateral part",ORBl-L,252,7,548,1.36346875,401.9160689
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258,8,48,0.18784375,255.5315255
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258,8,86,0.31075,276.7497989
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258,8,358,0.603515625,593.1909385
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258,8,51,0.2386875,213.6684996
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258,8,5,0.022671875,220.5375603
264,"left Orbital area, medial part",ORBm-L,252,7,1380,0.694828125,1986.102678
265,"left Orbital area, medial part, layer 1",ORBm1-L,264,8,194,0.205578125,943.6801703
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264,8,423,0.158234375,2673.249728
268,"left Orbital area, medial part, layer 5",ORBm5-L,264,8,631,0.2359375,2674.437086
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264,8,132,0.093203125,1416.261526
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264,8,0,0.001875,0
272,"left Orbital area, ventrolateral part",ORBvl-L,252,7,962,0.888625,1082.571388
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272,8,157,0.19271875,814.6586671
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272,8,432,0.26178125,1650.23278
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272,8,293,0.309953125,945.3042295
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272,8,80,0.119,672.2689076
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272,8,0,0.005171875,0
278,left Agranular insular area,AI-L,5,6,1759,3.94978125,445.3411186
279,"left Agranular insular area, dorsal part",AId-L,278,7,422,1.86365625,226.4366081
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279,8,173,0.23034375,751.0514177
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279,8,55,0.46315625,118.7504217
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279,8,108,0.75421875,143.1945308
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279,8,86,0.39071875,220.1071743
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279,8,0,0.02521875,0
285,"left Agranular insular area, posterior part",AIp-L,278,7,788,1.217265625,647.3525448
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285,8,53,0.210953125,251.2406488
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285,8,293,0.40159375,729.5930278
288,"left Agranular insular area, posterior part, layer 5",AIp5-L,285,8,154,0.37634375,409.2003654
289,"left Agranular insular area, posterior part, layer 6a",AIp6a-L,285,8,284,0.218109375,1302.099004
290,"left Agranular insular area, posterior part, layer 6b",AIp6b-L,285,8,4,0.010265625,389.6499239
291,"left Agranular insular area, ventral part",AIv-L,278,7,549,0.868859375,631.862895
292,"left Agranular insular area, ventral part, layer 1",AIv1-L,291,8,78,0.12546875,621.6687422
293,"left Agranular insular area, ventral part, layer 2/3",AIv2/3-L,291,8,92,0.29709375,309.6665615
294,"left Agranular insular area, ventral part, layer 5",AIv5-L,291,8,266,0.3605625,737.7361761
295,"left Agranular insular area, ventral part, layer 6a",AIv6a-L,291,8,113,0.084234375,1341.495084
296,"left Agranular insular area, ventral part, layer 6b",AIv6b-L,291,8,0,0.0015,0
297,left Retrosplenial area,RSP-L,5,6,3427,5.243828125,653.5301917
298,"left Retrosplenial area, lateral agranular part",RSPagl-L,297,7,1712,1.178046875,1453.252868
299,"left Retrosplenial area, lateral agranular part, layer 1",RSPagl1-L,298,8,504,0.253203125,1990.49676
300,"left Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3-L,298,8,624,0.334421875,1865.906649
301,"left Retrosplenial area, lateral agranular part, layer 5",RSPagl5-L,298,8,356,0.366734375,970.7298368
302,"left Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a-L,298,8,217,0.20546875,1056.121673
303,"left Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b-L,298,8,11,0.01821875,603.7735849
325,"left Retrosplenial area, dorsal part",RSPd-L,297,7,1383,1.899359375,728.1402447
326,"left Retrosplenial area, dorsal part, layer 1",RSPd1-L,325,8,456,0.415375,1097.80319
327,"left Retrosplenial area, dorsal part, layer 2/3",RSPd2/3-L,325,8,291,0.486953125,597.5934542
329,"left Retrosplenial area, dorsal part, layer 5",RSPd5-L,325,8,271,0.603390625,449.1286221
330,"left Retrosplenial area, dorsal part, layer 6a",RSPd6a-L,325,8,360,0.37765625,953.2478279
331,"left Retrosplenial area, dorsal part, layer 6b",RSPd6b-L,325,8,5,0.015984375,312.8054741
332,"left Retrosplenial area, ventral part",RSPv-L,297,7,332,2.166421875,153.2480833
333,"left Retrosplenial area, ventral part, layer 1",RSPv1-L,332,8,120,0.46271875,259.3368002
335,"left Retrosplenial area, ventral part, layer 2/3",RSPv2/3-L,332,8,59,0.5099375,115.7004535
336,"left Retrosplenial area, ventral part, layer 5",RSPv5-L,332,8,123,0.8398125,146.4612637
337,"left Retrosplenial area, ventral part, layer 6a",RSPv6a-L,332,8,28,0.329203125,85.05387062
338,"left Retrosplenial area, ventral part, layer 6b",RSPv6b-L,332,8,2,0.02475,80.80808081
339,left Posterior parietal association areas,PTLp-L,5,6,922,1.227125,751.3496995
346,left Anterior area,VISa-L,339,7,468,0.7190625,650.8474576
347,"left Anterior area, layer 1",VISa1-L,346,8,144,0.118875,1211.356467
348,"left Anterior area, layer 2/3",VISa2/3-L,346,8,136,0.2134375,637.1888726
349,"left Anterior area, layer 4",VISa4-L,346,8,103,0.077578125,1327.693857
350,"left Anterior area, layer 5",VISa5-L,346,8,38,0.177453125,214.1410584
351,"left Anterior area, layer 6a",VISa6a-L,346,8,43,0.1115625,385.4341737
352,"left Anterior area, layer 6b",VISa6b-L,346,8,4,0.02015625,198.4496124
353,left Rostrolateral visual area,VISrl-L,339,7,454,0.5080625,893.5908476
354,"left Rostrolateral area, layer 1",VISrl1-L,353,8,98,0.08478125,1155.91596
355,"left Rostrolateral area, layer 2/3",VISrl2/3-L,353,8,138,0.13790625,1000.67981
356,"left Rostrolateral area, layer 4",VISrl4-L,353,8,27,0.073390625,367.8944007
357,"left Rostrolateral area, layer 5",VISrl5-L,353,8,108,0.12178125,886.8360277
358,"left Rostrolateral area, layer 6a",VISrl6a-L,353,8,69,0.0756875,911.64327
359,"left Rostrolateral area, layer 6b",VISrl6b-L,353,8,14,0.014515625,964.4779333
360,left Temporal association areas,TEa-L,5,6,8175,1.55525,5256.389648
361,"left Temporal association areas, layer 1",TEa1-L,360,7,618,0.267375,2311.360449
362,"left Temporal association areas, layer 2/3",TEa2/3-L,360,7,1740,0.351671875,4947.79402
363,"left Temporal association areas, layer 4",TEa4-L,360,7,754,0.1561875,4827.531012
364,"left Temporal association areas, layer 5",TEa5-L,360,7,2690,0.4753125,5659.434583
365,"left Temporal association areas, layer 6a",TEa6a-L,360,7,2030,0.261359375,7767.083159
366,"left Temporal association areas, layer 6b",TEa6b-L,360,7,343,0.04334375,7913.482336
367,left Perirhinal area,PERI-L,5,6,709,0.395078125,1794.581768
368,"left Perirhinal area, layer 1",PERI1-L,367,7,126,0.1113125,1131.948344
369,"left Perirhinal area, layer 2/3",PERI2/3-L,367,7,242,0.16634375,1454.818711
370,"left Perirhinal area, layer 5",PERI5-L,367,7,220,0.0840625,2617.100372
371,"left Perirhinal area, layer 6a",PERI6a-L,367,7,83,0.026703125,3108.250439
372,"left Perirhinal area, layer 6b",PERI6b-L,367,7,38,0.00665625,5708.920188
373,left Ectorhinal area,ECT-L,5,6,3676,0.85571875,4295.803966
374,left Ectorhinal area/Layer 1,ECT1-L,373,7,316,0.132234375,2389.696325
375,left Ectorhinal area/Layer 2/3,ECT2/3-L,373,7,958,0.23665625,4048.065496
376,left Ectorhinal area/Layer 5,ECT5-L,373,7,1059,0.26471875,4000.472199
377,left Ectorhinal area/Layer 6a,ECT6a-L,373,7,1019,0.195265625,5218.532448
378,left Ectorhinal area/Layer 6b,ECT6b-L,373,7,324,0.02684375,12069.84866
379,left Olfactory areas,OLF-L,4,5,29128,23.35279688,1247.302418
380,left Main olfactory bulb,MOB-L,379,6,8807,8.23196875,1069.85343
386,left Accessory olfactory bulb,AOB-L,379,6,213,0.325625,654.1266795
387,"left Accessory olfactory bulb, glomerular layer",AOBgl-L,386,7,15,0.0773125,194.017785
388,"left Accessory olfactory bulb, granular layer",AOBgr-L,386,7,138,0.110171875,1252.588285
389,"left Accessory olfactory bulb, mitral layer",AOBmi-L,386,7,60,0.138140625,434.3400068
390,left Anterior olfactory nucleus,AON-L,379,6,4895,2.434671875,2010.537868
398,left Taenia tecta,TT-L,379,6,1136,0.71946875,1578.942796
399,"left Taenia tecta, dorsal part",TTd-L,398,7,647,0.36028125,1795.819238
405,"left Taenia tecta, ventral part",TTv-L,398,7,489,0.3591875,1361.405951
