id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,535.0,0.3201875,1670.8959593987897
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,87.0,0.274109375,317.39155218605714
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,315.0,0.283515625,1111.0498759988977
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,385.0,0.402328125,956.9303662278147
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,5.0,0.02675,186.9158878504673
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,1292.0,3.145734375,410.71490659474387
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,287.0,0.419375,684.3517138599105
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,431.0,0.75821875,568.43753863908
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,150.0,0.641265625,233.91242903438027
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,189.0,0.603984375,312.9220023282887
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,211.0,0.648828125,325.2016857314871
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,24.0,0.0740625,324.05063291139237
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,304.0,1.176484375,258.39697191048543
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,99.0,0.149265625,663.2471474929341
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,85.0,0.32325,262.954369682908
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,22.0,0.1366875,160.95107453132147
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,49.0,0.278,176.25899280575538
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,49.0,0.263890625,185.68298892770443
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,0.0,0.025390625,0.0
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,4575.0,3.105328125,1473.2742614759914
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,508.0,0.3904375,1301.1045301744837
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,1295.0,0.7490625,1728.8277012932833
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,418.0,0.4736875,882.4383164005806
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,885.0,0.60871875,1453.8734021253658
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,1433.0,0.82609375,1734.6699451484774
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,36.0,0.057328125,627.9640228945217
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,464.0,1.88471875,246.1905788330487
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,132.0,0.230640625,572.3189485807195
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,116.0,0.4891875,237.12789063498147
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,42.0,0.261640625,160.5255300089579
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,60.0,0.395625,151.65876777251185
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,107.0,0.470546875,227.39498588743152
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,7.0,0.037078125,188.7905604719764
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,477.0,0.700375,681.0637158665002
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,72.0,0.10228125,703.9413382218148
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,151.0,0.21225,711.4252061248528
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,55.0,0.07596875,723.9819004524886
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,148.0,0.17646875,838.6754028687799
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,51.0,0.11621875,438.8276418392041
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,0.0,0.0171875,0.0
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,200.0,0.63115625,316.87874436797546
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,48.0,0.08315625,577.2266065388951
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,107.0,0.165390625,646.9532357109116
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,4.0,0.09409375,42.510793756227166
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,19.0,0.129125,147.14424007744435
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,22.0,0.146953125,149.7076023391813
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,0.0,0.0124375,0.0
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,5741.0,4.512671875,1272.1953111204214
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100.0,8.0,535.0,0.624,857.3717948717949
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100.0,8.0,1260.0,1.072484375,1174.8422908259154
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100.0,8.0,344.0,0.5831875,589.8617511520738
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100.0,8.0,1442.0,1.092734375,1319.625366411668
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100.0,8.0,2101.0,1.037703125,2024.663845933778
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100.0,8.0,59.0,0.1025625,575.2589884216941
107,left Gustatory areas,GU-L,5.0,6.0,3916.0,0.884859375,4425.561971358443
108,"left Gustatory areas, layer 1",GU1-L,107.0,7.0,321.0,0.0978125,3281.7891373801917
109,"left Gustatory areas, layer 2/3",GU2/3-L,107.0,7.0,1187.0,0.20109375,5902.719502719503
110,"left Gustatory areas, layer 4",GU4-L,107.0,7.0,411.0,0.0735,5591.836734693878
111,"left Gustatory areas, layer 5",GU5-L,107.0,7.0,1343.0,0.272515625,4928.157789117597
112,"left Gustatory areas, layer 6a",GU6a-L,107.0,7.0,648.0,0.219875,2947.12905059693
113,"left Gustatory areas, layer 6b",GU6b-L,107.0,7.0,6.0,0.0200625,299.06542056074767
114,left Visceral area,VISC-L,5.0,6.0,3034.0,1.177078125,2577.5689272961386
115,"left Visceral area, layer 1",VISC1-L,114.0,7.0,384.0,0.171578125,2238.047536654221
116,"left Visceral area, layer 2/3",VISC2/3-L,114.0,7.0,308.0,0.268859375,1145.5802870924624
117,"left Visceral area, layer 4",VISC4-L,114.0,7.0,86.0,0.09134375,941.4984604858023
118,"left Visceral area, layer 5",VISC5-L,114.0,7.0,1105.0,0.35340625,3126.7132372446727
119,"left Visceral area, layer 6a",VISC6a-L,114.0,7.0,1111.0,0.267125,4159.10154422087
120,"left Visceral area, layer 6b",VISC6b-L,114.0,7.0,40.0,0.024765625,1615.141955835962
121,left Auditory areas,AUD-L,5.0,6.0,2328.0,2.903578125,801.7693686130797
122,left Dorsal auditory area,AUDd-L,121.0,7.0,229.0,0.607375,377.03231117513894
123,"left Dorsal auditory area, layer 1",AUDd1-L,122.0,8.0,62.0,0.098125,631.8471337579617
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122.0,8.0,117.0,0.164,713.4146341463414
125,"left Dorsal auditory area, layer 4",AUDd4-L,122.0,8.0,17.0,0.06609375,257.21040189125296
126,"left Dorsal auditory area, layer 5",AUDd5-L,122.0,8.0,21.0,0.17165625,122.33752048061169
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122.0,8.0,12.0,0.092265625,130.0592718035563
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122.0,8.0,0.0,0.015234375,0.0
136,left Primary auditory area,AUDp-L,121.0,7.0,636.0,1.07671875,590.6835002176753
137,"left Primary auditory area, layer 1",AUDp1-L,136.0,8.0,117.0,0.18984375,616.2962962962963
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136.0,8.0,247.0,0.235625,1048.2758620689656
139,"left Primary auditory area, layer 4",AUDp4-L,136.0,8.0,74.0,0.117375,630.457933972311
140,"left Primary auditory area, layer 5",AUDp5-L,136.0,8.0,101.0,0.3574375,282.56688232208427
141,"left Primary auditory area, layer 6a",AUDp6a-L,136.0,8.0,83.0,0.149203125,556.2886166090691
142,"left Primary auditory area, layer 6b",AUDp6b-L,136.0,8.0,14.0,0.027234375,514.0562248995984
143,left Posterior auditory area,AUDpo-L,121.0,7.0,203.0,0.306625,662.0464737056666
144,"left Posterior auditory area, layer 1",AUDpo1-L,143.0,8.0,20.0,0.056703125,352.7142463488564
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143.0,8.0,89.0,0.073265625,1214.7579441245468
146,"left Posterior auditory area, layer 4",AUDpo4-L,143.0,8.0,32.0,0.0373125,857.6214405360134
147,"left Posterior auditory area, layer 5",AUDpo5-L,143.0,8.0,19.0,0.0906875,209.5106822880772
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143.0,8.0,37.0,0.039578125,934.8598499802606
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143.0,8.0,6.0,0.009078125,660.9294320137694
150,left Ventral auditory area,AUDv-L,121.0,7.0,1260.0,0.912859375,1380.278315047156
151,"left Ventral auditory area, layer 1",AUDv1-L,150.0,8.0,201.0,0.145921875,1377.449405717957
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150.0,8.0,479.0,0.19434375,2464.7049364849654
153,"left Ventral auditory area, layer 4",AUDv4-L,150.0,8.0,117.0,0.10675,1096.0187353629976
154,"left Ventral auditory area, layer 5",AUDv5-L,150.0,8.0,296.0,0.30221875,979.4230172681213
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150.0,8.0,149.0,0.141671875,1051.7260394838424
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150.0,8.0,18.0,0.021953125,819.9288256227758
157,left Visual areas,VIS-L,5.0,6.0,10913.0,6.73221875,1621.0109037232337
164,left Anterolateral visual area,VISal-L,157.0,7.0,275.0,0.37953125,724.578015644298
165,"left Anterolateral visual area, layer 1",VISal1-L,164.0,8.0,26.0,0.058921875,441.26226465128616
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164.0,8.0,119.0,0.099625,1194.4792973651192
167,"left Anterolateral visual area, layer 4",VISal4-L,164.0,8.0,50.0,0.051671875,967.6443906864228
168,"left Anterolateral visual area, layer 5",VISal5-L,164.0,8.0,43.0,0.101765625,422.5395363119914
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164.0,8.0,34.0,0.0563125,603.7735849056604
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164.0,8.0,3.0,0.011234375,267.0375521557719
171,left Anteromedial visual area,VISam-L,157.0,7.0,692.0,0.3951875,1751.067531235173
172,"left Anteromedial visual area, layer 1",VISam1-L,171.0,8.0,188.0,0.066859375,2811.8719326945547
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171.0,8.0,232.0,0.104,2230.769230769231
174,"left Anteromedial visual area, layer 4",VISam4-L,171.0,8.0,97.0,0.030171875,3214.9145520455722
175,"left Anteromedial visual area, layer 5",VISam5-L,171.0,8.0,67.0,0.11375,589.010989010989
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171.0,8.0,90.0,0.067796875,1327.4948144733808
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171.0,8.0,18.0,0.012609375,1427.5092936802973
178,left Lateral visual area,VISl-L,157.0,7.0,874.0,0.61309375,1425.556858147714
179,"left Lateral visual area, layer 1",VISl1-L,178.0,8.0,32.0,0.0928125,344.78114478114475
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178.0,8.0,286.0,0.150609375,1898.9521734619775
181,"left Lateral visual area, layer 4",VISl4-L,178.0,8.0,131.0,0.089640625,1461.3909708907095
182,"left Lateral visual area, layer 5",VISl5-L,178.0,8.0,227.0,0.157,1445.8598726114649
183,"left Lateral visual area, layer 6a",VISl6a-L,178.0,8.0,189.0,0.10353125,1825.535768185934
184,"left Lateral visual area, layer 6b",VISl6b-L,178.0,8.0,9.0,0.0195,461.53846153846155
185,left Primary visual area,VISp-L,157.0,7.0,4386.0,3.537703125,1239.7874680340792
186,"left Primary visual area, layer 1",VISp1-L,185.0,8.0,698.0,0.630546875,1106.9755916243341
187,"left Primary visual area, layer 2/3",VISp2/3-L,185.0,8.0,1779.0,0.99971875,1779.5004845112687
188,"left Primary visual area, layer 4",VISp4-L,185.0,8.0,307.0,0.5121875,599.3898718730933
189,"left Primary visual area, layer 5",VISp5-L,185.0,8.0,825.0,0.776203125,1062.866115103569
190,"left Primary visual area, layer 6a",VISp6a-L,185.0,8.0,715.0,0.534015625,1338.9121338912134
191,"left Primary visual area, layer 6b",VISp6b-L,185.0,8.0,62.0,0.08503125,729.143697170158
192,left Posterolateral visual area,VISpl-L,157.0,7.0,881.0,0.397140625,2218.3577920289567
193,"left Posterolateral visual area, layer 1",VISpl1-L,192.0,8.0,65.0,0.0949375,684.6609611586571
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192.0,8.0,264.0,0.104203125,2533.513270355376
195,"left Posterolateral visual area, layer 4",VISpl4-L,192.0,8.0,55.0,0.0181875,3024.0549828178696
196,"left Posterolateral visual area, layer 5",VISpl5-L,192.0,8.0,364.0,0.121671875,2991.652754590985
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192.0,8.0,121.0,0.05375,2251.1627906976746
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192.0,8.0,12.0,0.004390625,2733.0960854092523
199,left posteromedial visual area,VISpm-L,157.0,7.0,1358.0,0.522125,2600.9097438352887
200,"left posteromedial visual area, layer 1",VISpm1-L,199.0,8.0,359.0,0.0939375,3821.6899534264808
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199.0,8.0,418.0,0.14671875,2848.9882854100106
202,"left posteromedial visual area, layer 4",VISpm4-L,199.0,8.0,172.0,0.049328125,3486.8546088058283
203,"left posteromedial visual area, layer 5",VISpm5-L,199.0,8.0,189.0,0.14246875,1326.6067119982451
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199.0,8.0,184.0,0.075359375,2441.6338378602527
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199.0,8.0,36.0,0.0143125,2515.28384279476
206,left Laterointermediate area,VISli-L,157.0,7.0,528.0,0.246234375,2144.298496097468
207,"left Laterointermediate area, layer 1",VISli1-L,206.0,8.0,13.0,0.03734375,348.11715481171547
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206.0,8.0,230.0,0.05871875,3916.9771154869613
209,"left Laterointermediate area, layer 4",VISli4-L,206.0,8.0,109.0,0.02853125,3820.3723986856517
210,"left Laterointermediate area, layer 5",VISli5-L,206.0,8.0,103.0,0.07396875,1392.4799324038868
211,"left Laterointermediate area, layer 6a",VISli6a-L,206.0,8.0,67.0,0.03984375,1681.5686274509806
212,"left Laterointermediate area, layer 6b",VISli6b-L,206.0,8.0,6.0,0.007828125,766.4670658682635
213,left Postrhinal area,VISpor-L,157.0,7.0,1919.0,0.641203125,2992.8113653532178
214,"left Postrhinal area, layer 1",VISpor1-L,213.0,8.0,36.0,0.12509375,287.784161878591
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213.0,8.0,613.0,0.186953125,3278.896782281655
216,"left Postrhinal area, layer 4",VISpor4-L,213.0,8.0,114.0,0.03025,3768.595041322314
217,"left Postrhinal area, layer 5",VISpor5-L,213.0,8.0,683.0,0.192390625,3550.069032729635
218,"left Postrhinal area, layer 6a",VISpor6a-L,213.0,8.0,430.0,0.090234375,4765.367965367965
219,"left Postrhinal area, layer 6b",VISpor6b-L,213.0,8.0,43.0,0.01628125,2641.074856046065
220,left Anterior cingulate area,ACA-L,5.0,6.0,2409.0,2.754296875,874.6333853354134
226,"left Anterior cingulate area, dorsal part",ACAd-L,220.0,7.0,1415.0,1.556421875,909.1365411450543
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226.0,8.0,290.0,0.289625,1001.294777729823
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226.0,8.0,503.0,0.304125,1653.9251952322238
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226.0,8.0,398.0,0.600515625,662.7637707178727
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226.0,8.0,223.0,0.349875,637.3704894605216
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226.0,8.0,1.0,0.01228125,81.42493638676845
232,"left Anterior cingulate area, ventral part",ACAv-L,220.0,7.0,994.0,1.197875,829.8027757487217
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232.0,8.0,30.0,0.23403125,128.18800907998397
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232.0,8.0,403.0,0.24753125,1628.077262971847
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232.0,8.0,482.0,0.504171875,956.0231815787026
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232.0,8.0,79.0,0.181234375,435.89964652125184
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232.0,8.0,0.0,0.03090625,0.0
238,left Prelimbic area,PL-L,5.0,6.0,5561.0,1.198703125,4639.18036419568
239,"left Prelimbic area, layer 1",PL1-L,238.0,7.0,719.0,0.25490625,2820.644844918475
241,"left Prelimbic area, layer 2/3",PL2/3-L,238.0,7.0,1457.0,0.20753125,7020.629423279626
242,"left Prelimbic area, layer 5",PL5-L,238.0,7.0,2640.0,0.494078125,5343.284526106069
243,"left Prelimbic area, layer 6a",PL6a-L,238.0,7.0,745.0,0.231484375,3218.3597705028687
244,"left Prelimbic area, layer 6b",PL6b-L,238.0,7.0,0.0,0.010703125,0.0
245,left Infralimbic area,ILA-L,5.0,6.0,2952.0,0.419796875,7031.97230803588
246,"left Infralimbic area, layer 1",ILA1-L,245.0,7.0,100.0,0.073140625,1367.2292245246742
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245.0,7.0,427.0,0.0715625,5966.812227074236
249,"left Infralimbic area, layer 5",ILA5-L,245.0,7.0,1846.0,0.167359375,11030.15591448044
250,"left Infralimbic area, layer 6a",ILA6a-L,245.0,7.0,578.0,0.102421875,5643.325705568269
251,"left Infralimbic area, layer 6b",ILA6b-L,245.0,7.0,1.0,0.0053125,188.23529411764704
252,left Orbital area,ORB-L,5.0,6.0,23637.0,2.946921875,8020.911650397926
258,"left Orbital area, lateral part",ORBl-L,252.0,7.0,9939.0,1.36346875,7289.496000550068
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258.0,8.0,2006.0,0.18784375,10679.088338046913
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258.0,8.0,2752.0,0.31075,8855.993563958165
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258.0,8.0,4375.0,0.603515625,7249.190938511327
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258.0,8.0,794.0,0.2386875,3326.525268394868
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258.0,8.0,12.0,0.022671875,529.290144727774
264,"left Orbital area, medial part",ORBm-L,252.0,7.0,5789.0,0.694828125,8331.55681485979
265,"left Orbital area, medial part, layer 1",ORBm1-L,264.0,8.0,1540.0,0.205578125,7491.069392718705
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264.0,8.0,1614.0,0.158234375,10200.059247556037
268,"left Orbital area, medial part, layer 5",ORBm5-L,264.0,8.0,2068.0,0.2359375,8765.033112582782
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264.0,8.0,565.0,0.093203125,6062.028499580889
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264.0,8.0,2.0,0.001875,1066.6666666666667
272,"left Orbital area, ventrolateral part",ORBvl-L,252.0,7.0,7909.0,0.888625,8900.267266844845
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272.0,8.0,2783.0,0.19271875,14440.732933354955
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272.0,8.0,2746.0,0.26178125,10489.674107675779
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272.0,8.0,1969.0,0.309953125,6352.573473811564
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272.0,8.0,408.0,0.119,3428.571428571429
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272.0,8.0,3.0,0.005171875,580.0604229607251
278,left Agranular insular area,AI-L,5.0,6.0,12975.0,3.94978125,3284.992048610287
279,"left Agranular insular area, dorsal part",AId-L,278.0,7.0,5571.0,1.86365625,2989.2851753106293
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279.0,8.0,444.0,0.23034375,1927.5539275539275
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279.0,8.0,1729.0,0.46315625,3733.0814384994264
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279.0,8.0,2403.0,0.75421875,3186.0783095090114
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279.0,8.0,992.0,0.39071875,2538.910661441254
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279.0,8.0,3.0,0.02521875,118.95910780669145
285,"left Agranular insular area, posterior part",AIp-L,278.0,7.0,3758.0,1.217265625,3087.247288364033
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285.0,8.0,297.0,0.210953125,1407.8957114287832
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285.0,8.0,1810.0,0.40159375,4507.042253521126
288,"left Agranular insular area, posterior part, layer 5",AIp5-L,285.0,8.0,762.0,0.37634375,2024.744664950594
289,"left Agranular insular area, posterior part, layer 6a",AIp6a-L,285.0,8.0,870.0,0.218109375,3988.8244143563293
290,"left Agranular insular area, posterior part, layer 6b",AIp6b-L,285.0,8.0,19.0,0.010265625,1850.8371385083713
291,"left Agranular insular area, ventral part",AIv-L,278.0,7.0,3646.0,0.868859375,4196.306220439873
292,"left Agranular insular area, ventral part, layer 1",AIv1-L,291.0,8.0,629.0,0.12546875,5013.200498132005
293,"left Agranular insular area, ventral part, layer 2/3",AIv2/3-L,291.0,8.0,1243.0,0.29709375,4183.864520879352
294,"left Agranular insular area, ventral part, layer 5",AIv5-L,291.0,8.0,1407.0,0.3605625,3902.236089443578
295,"left Agranular insular area, ventral part, layer 6a",AIv6a-L,291.0,8.0,367.0,0.084234375,4356.891114820998
296,"left Agranular insular area, ventral part, layer 6b",AIv6b-L,291.0,8.0,0.0,0.0015,0.0
297,left Retrosplenial area,RSP-L,5.0,6.0,4492.0,5.243828125,856.6260931750122
298,"left Retrosplenial area, lateral agranular part",RSPagl-L,297.0,7.0,2590.0,1.178046875,2198.554280787851
299,"left Retrosplenial area, lateral agranular part, layer 1",RSPagl1-L,298.0,8.0,876.0,0.253203125,3459.6729404504786
300,"left Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3-L,298.0,8.0,771.0,0.334421875,2305.4711956267815
301,"left Retrosplenial area, lateral agranular part, layer 5",RSPagl5-L,298.0,8.0,520.0,0.366734375,1417.919986366154
302,"left Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a-L,298.0,8.0,397.0,0.20546875,1932.1673003802282
303,"left Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b-L,298.0,8.0,26.0,0.01821875,1427.1012006861065
325,"left Retrosplenial area, dorsal part",RSPd-L,297.0,7.0,1643.0,1.899359375,865.0285046767414
326,"left Retrosplenial area, dorsal part, layer 1",RSPd1-L,325.0,8.0,682.0,0.415375,1641.889858561541
327,"left Retrosplenial area, dorsal part, layer 2/3",RSPd2/3-L,325.0,8.0,287.0,0.486953125,589.3791111824162
329,"left Retrosplenial area, dorsal part, layer 5",RSPd5-L,325.0,8.0,253.0,0.603390625,419.29720071471115
330,"left Retrosplenial area, dorsal part, layer 6a",RSPd6a-L,325.0,8.0,416.0,0.37765625,1101.5308233347123
