id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
37,left Primary somatosensory area,SSp-L,30.0,7.0,60127.0,12.1535,4947.299131937302
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,7236.0,1.509703125,4792.995311578228
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,1206.0,0.2028125,5946.379044684129
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,1993.0,0.3201875,6224.477845012688
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,1457.0,0.274109375,5315.396454426267
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,978.0,0.283515625,3449.545329291816
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,1572.0,0.402328125,3907.258534312012
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,30.0,0.02675,1121.4953271028037
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,14597.0,3.145734375,4640.251928454703
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,1428.0,0.419375,3405.0670640834574
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,4155.0,0.75821875,5479.948893376746
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,3393.0,0.641265625,5291.099144757682
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,2352.0,0.603984375,3894.140473418704
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,3063.0,0.648828125,4720.818783865142
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,206.0,0.0740625,2781.434599156118
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,3276.0,1.176484375,2784.5673683511523
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,200.0,0.149265625,1339.8932272584527
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,883.0,0.32325,2731.631863882444
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,527.0,0.1366875,3855.509830818473
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,834.0,0.278,2999.9999999999995
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,778.0,0.263890625,2948.191130321511
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,54.0,0.025390625,2126.769230769231
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,27204.0,3.105328125,8760.426887255271
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,2038.0,0.3904375,5219.785497038579
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,7762.0,0.7490625,10362.286191072175
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,5899.0,0.4736875,12453.357962791926
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,4940.0,0.60871875,8115.4063350274655
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,6411.0,0.82609375,7760.620389634954
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,154.0,0.057328125,2686.2905423821203
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,3561.0,1.88471875,1889.4065759148414
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,524.0,0.230640625,2271.932795881038
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,1208.0,0.4891875,2469.400792129807
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,559.0,0.261640625,2136.5183636906536
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,586.0,0.395625,1481.2006319115324
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,644.0,0.470546875,1368.6202888925786
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,40.0,0.037078125,1078.803202697008
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,2826.0,0.700375,4034.9812600392647
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,147.0,0.10228125,1437.2135655362054
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,583.0,0.21225,2746.7608951707894
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,523.0,0.07596875,6884.4097079391195
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,833.0,0.17646875,4720.382503984416
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,666.0,0.11621875,5730.572734606077
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,74.0,0.0171875,4305.454545454545
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,1427.0,0.63115625,2260.9298410655047
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,259.0,0.08315625,3114.618564449455
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,541.0,0.165390625,3271.043930089749
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,189.0,0.09409375,2008.6350049817336
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,145.0,0.129125,1122.9428848015489
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,271.0,0.146953125,1844.1254651780969
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,22.0,0.0124375,1768.8442211055276
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,53338.0,4.512671875,11819.605208942874
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100.0,8.0,5333.0,0.624,8546.47435897436
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100.0,8.0,13833.0,1.072484375,12898.090007138799
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100.0,8.0,10443.0,0.5831875,17906.762404886937
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100.0,8.0,11845.0,1.092734375,10839.779795524415
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100.0,8.0,11273.0,1.037703125,10863.41529519823
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100.0,8.0,611.0,0.1025625,5957.343083485679
107,left Gustatory areas,GU-L,5.0,6.0,13610.0,0.884859375,15380.975084317777
108,"left Gustatory areas, layer 1",GU1-L,107.0,7.0,1047.0,0.0978125,10704.153354632588
109,"left Gustatory areas, layer 2/3",GU2/3-L,107.0,7.0,4015.0,0.20109375,19965.81196581197
110,"left Gustatory areas, layer 4",GU4-L,107.0,7.0,1751.0,0.0735,23823.12925170068
111,"left Gustatory areas, layer 5",GU5-L,107.0,7.0,4447.0,0.272515625,16318.330370964968
112,"left Gustatory areas, layer 6a",GU6a-L,107.0,7.0,2320.0,0.219875,10551.449687322343
113,"left Gustatory areas, layer 6b",GU6b-L,107.0,7.0,30.0,0.0200625,1495.3271028037382
114,left Visceral area,VISC-L,5.0,6.0,10771.0,1.177078125,9150.624560285665
115,"left Visceral area, layer 1",VISC1-L,114.0,7.0,1016.0,0.171578125,5921.500774064293
116,"left Visceral area, layer 2/3",VISC2/3-L,114.0,7.0,2420.0,0.268859375,9000.987970012204
117,"left Visceral area, layer 4",VISC4-L,114.0,7.0,925.0,0.09134375,10126.582278481013
118,"left Visceral area, layer 5",VISC5-L,114.0,7.0,3742.0,0.35340625,10588.380935538067
119,"left Visceral area, layer 6a",VISC6a-L,114.0,7.0,2516.0,0.267125,9418.811417875526
120,"left Visceral area, layer 6b",VISC6b-L,114.0,7.0,152.0,0.024765625,6137.539432176656
121,left Auditory areas,AUD-L,5.0,6.0,42058.0,2.903578125,14484.88664309661
122,left Dorsal auditory area,AUDd-L,121.0,7.0,9124.0,0.607375,15022.020991973657
123,"left Dorsal auditory area, layer 1",AUDd1-L,122.0,8.0,890.0,0.098125,9070.063694267516
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122.0,8.0,2546.0,0.164,15524.390243902439
125,"left Dorsal auditory area, layer 4",AUDd4-L,122.0,8.0,1765.0,0.06609375,26704.49172576832
126,"left Dorsal auditory area, layer 5",AUDd5-L,122.0,8.0,2552.0,0.17165625,14866.921536501
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122.0,8.0,1210.0,0.092265625,13114.309906858594
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122.0,8.0,161.0,0.015234375,10568.205128205129
136,left Primary auditory area,AUDp-L,121.0,7.0,15477.0,1.07671875,14374.227252938615
137,"left Primary auditory area, layer 1",AUDp1-L,136.0,8.0,1225.0,0.18984375,6452.674897119341
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136.0,8.0,3578.0,0.235625,15185.145888594165
139,"left Primary auditory area, layer 4",AUDp4-L,136.0,8.0,3115.0,0.117375,26538.87113951012
140,"left Primary auditory area, layer 5",AUDp5-L,136.0,8.0,5620.0,0.3574375,15723.028501486273
141,"left Primary auditory area, layer 6a",AUDp6a-L,136.0,8.0,1661.0,0.149203125,11132.474604670646
142,"left Primary auditory area, layer 6b",AUDp6b-L,136.0,8.0,278.0,0.027234375,10207.687894434881
143,left Posterior auditory area,AUDpo-L,121.0,7.0,4484.0,0.306625,14623.72604973502
144,"left Posterior auditory area, layer 1",AUDpo1-L,143.0,8.0,267.0,0.056703125,4708.735188757233
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143.0,8.0,886.0,0.073265625,12092.983578588184
146,"left Posterior auditory area, layer 4",AUDpo4-L,143.0,8.0,971.0,0.0373125,26023.45058626466
147,"left Posterior auditory area, layer 5",AUDpo5-L,143.0,8.0,1711.0,0.0906875,18866.988283942108
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143.0,8.0,552.0,0.039578125,13947.098302408212
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143.0,8.0,97.0,0.009078125,10685.02581755594
150,left Ventral auditory area,AUDv-L,121.0,7.0,12973.0,0.912859375,14211.389350084726
151,"left Ventral auditory area, layer 1",AUDv1-L,150.0,8.0,758.0,0.145921875,5194.560445443837
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150.0,8.0,2815.0,0.19434375,14484.643833413731
153,"left Ventral auditory area, layer 4",AUDv4-L,150.0,8.0,2802.0,0.10675,26248.24355971897
154,"left Ventral auditory area, layer 5",AUDv5-L,150.0,8.0,4403.0,0.30221875,14568.917381863304
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150.0,8.0,2002.0,0.141671875,14131.24517480975
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150.0,8.0,193.0,0.021953125,8791.459074733097
157,left Visual areas,VIS-L,5.0,6.0,57706.0,6.73221875,8571.61689821799
164,left Anterolateral visual area,VISal-L,157.0,7.0,4439.0,0.37953125,11696.00658707287
165,"left Anterolateral visual area, layer 1",VISal1-L,164.0,8.0,98.0,0.058921875,1663.2193052240784
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164.0,8.0,1060.0,0.099625,10639.899623588457
167,"left Anterolateral visual area, layer 4",VISal4-L,164.0,8.0,798.0,0.051671875,15443.604475355307
168,"left Anterolateral visual area, layer 5",VISal5-L,164.0,8.0,1762.0,0.101765625,17314.294487947183
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164.0,8.0,626.0,0.0563125,11116.5371809101
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164.0,8.0,95.0,0.011234375,8456.189151599445
171,left Anteromedial visual area,VISam-L,157.0,7.0,2668.0,0.3951875,6751.225684010754
172,"left Anteromedial visual area, layer 1",VISam1-L,171.0,8.0,157.0,0.066859375,2348.212199111942
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171.0,8.0,647.0,0.104,6221.153846153847
174,"left Anteromedial visual area, layer 4",VISam4-L,171.0,8.0,400.0,0.030171875,13257.379596064215
175,"left Anteromedial visual area, layer 5",VISam5-L,171.0,8.0,971.0,0.11375,8536.263736263736
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171.0,8.0,413.0,0.067796875,6091.726204194514
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171.0,8.0,80.0,0.012609375,6344.4857496902105
178,left Lateral visual area,VISl-L,157.0,7.0,7219.0,0.61309375,11774.708191039299
179,"left Lateral visual area, layer 1",VISl1-L,178.0,8.0,222.0,0.0928125,2391.9191919191917
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178.0,8.0,1896.0,0.150609375,12588.857765328354
181,"left Lateral visual area, layer 4",VISl4-L,178.0,8.0,1542.0,0.089640625,17202.021962698273
182,"left Lateral visual area, layer 5",VISl5-L,178.0,8.0,2275.0,0.157,14490.44585987261
183,"left Lateral visual area, layer 6a",VISl6a-L,178.0,8.0,1134.0,0.10353125,10953.214609115605
184,"left Lateral visual area, layer 6b",VISl6b-L,178.0,8.0,150.0,0.0195,7692.307692307692
185,left Primary visual area,VISp-L,157.0,7.0,28284.0,3.537703125,7995.017953916074
186,"left Primary visual area, layer 1",VISp1-L,185.0,8.0,1547.0,0.630546875,2453.4258456201214
187,"left Primary visual area, layer 2/3",VISp2/3-L,185.0,8.0,9074.0,0.99971875,9076.552780469507
188,"left Primary visual area, layer 4",VISp4-L,185.0,8.0,5917.0,0.5121875,11552.410006101281
189,"left Primary visual area, layer 5",VISp5-L,185.0,8.0,6853.0,0.776203125,8828.874529460314
190,"left Primary visual area, layer 6a",VISp6a-L,185.0,8.0,4434.0,0.534015625,8303.127834508588
191,"left Primary visual area, layer 6b",VISp6b-L,185.0,8.0,459.0,0.08503125,5398.015435501654
192,left Posterolateral visual area,VISpl-L,157.0,7.0,1209.0,0.397140625,3044.261714600464
193,"left Posterolateral visual area, layer 1",VISpl1-L,192.0,8.0,148.0,0.0949375,1558.9203423304807
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192.0,8.0,399.0,0.104203125,3829.059829059829
195,"left Posterolateral visual area, layer 4",VISpl4-L,192.0,8.0,141.0,0.0181875,7752.577319587629
196,"left Posterolateral visual area, layer 5",VISpl5-L,192.0,8.0,405.0,0.121671875,3328.6246307949145
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192.0,8.0,109.0,0.05375,2027.906976744186
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192.0,8.0,7.0,0.004390625,1594.3060498220639
199,left posteromedial visual area,VISpm-L,157.0,7.0,5782.0,0.522125,11073.976538185301
200,"left posteromedial visual area, layer 1",VISpm1-L,199.0,8.0,602.0,0.0939375,6408.51630073187
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199.0,8.0,1595.0,0.14671875,10871.139510117146
202,"left posteromedial visual area, layer 4",VISpm4-L,199.0,8.0,782.0,0.049328125,15853.02502375673
203,"left posteromedial visual area, layer 5",VISpm5-L,199.0,8.0,2009.0,0.14246875,14101.338012722088
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199.0,8.0,681.0,0.075359375,9036.699149906697
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199.0,8.0,113.0,0.0143125,7895.196506550218
206,left Laterointermediate area,VISli-L,157.0,7.0,3560.0,0.246234375,14457.770163081414
207,"left Laterointermediate area, layer 1",VISli1-L,206.0,8.0,183.0,0.03734375,4900.418410041841
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206.0,8.0,840.0,0.05871875,14305.481639169771
209,"left Laterointermediate area, layer 4",VISli4-L,206.0,8.0,549.0,0.02853125,19242.059145673604
210,"left Laterointermediate area, layer 5",VISli5-L,206.0,8.0,1412.0,0.07396875,19089.142374313476
211,"left Laterointermediate area, layer 6a",VISli6a-L,206.0,8.0,510.0,0.03984375,12800.0
212,"left Laterointermediate area, layer 6b",VISli6b-L,206.0,8.0,66.0,0.007828125,8431.137724550897
213,left Postrhinal area,VISpor-L,157.0,7.0,4545.0,0.641203125,7088.237444257621
214,"left Postrhinal area, layer 1",VISpor1-L,213.0,8.0,244.0,0.12509375,1950.5370971771172
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213.0,8.0,1531.0,0.186953125,8189.2185541161725
216,"left Postrhinal area, layer 4",VISpor4-L,213.0,8.0,585.0,0.03025,19338.84297520661
217,"left Postrhinal area, layer 5",VISpor5-L,213.0,8.0,1505.0,0.192390625,7822.626492325185
218,"left Postrhinal area, layer 6a",VISpor6a-L,213.0,8.0,597.0,0.090234375,6616.103896103896
219,"left Postrhinal area, layer 6b",VISpor6b-L,213.0,8.0,83.0,0.01628125,5097.8886756238
220,left Anterior cingulate area,ACA-L,5.0,6.0,7494.0,2.754296875,2720.8395972202525
226,"left Anterior cingulate area, dorsal part",ACAd-L,220.0,7.0,4463.0,1.556421875,2867.4744757105136
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226.0,8.0,407.0,0.289625,1405.2654294346137
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226.0,8.0,1628.0,0.304125,5353.062063296343
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226.0,8.0,1777.0,0.600515625,2959.1236697629643
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226.0,8.0,644.0,0.349875,1840.6573776348696
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226.0,8.0,7.0,0.01228125,569.9745547073791
232,"left Anterior cingulate area, ventral part",ACAv-L,220.0,7.0,3031.0,1.197875,2530.3140978816655
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232.0,8.0,115.0,0.23403125,491.3873681399386
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232.0,8.0,1027.0,0.24753125,4148.9710895089
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232.0,8.0,1502.0,0.504171875,2979.142777450646
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232.0,8.0,377.0,0.181234375,2080.1793258039484
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232.0,8.0,10.0,0.03090625,323.5591506572295
238,left Prelimbic area,PL-L,5.0,6.0,9191.0,1.198703125,7667.453106873314
239,"left Prelimbic area, layer 1",PL1-L,238.0,7.0,980.0,0.25490625,3844.550692656614
241,"left Prelimbic area, layer 2/3",PL2/3-L,238.0,7.0,1763.0,0.20753125,8495.106158711038
242,"left Prelimbic area, layer 5",PL5-L,238.0,7.0,4894.0,0.494078125,9905.316087410265
243,"left Prelimbic area, layer 6a",PL6a-L,238.0,7.0,1545.0,0.231484375,6674.316571042862
244,"left Prelimbic area, layer 6b",PL6b-L,238.0,7.0,9.0,0.010703125,840.8759124087591
245,left Infralimbic area,ILA-L,5.0,6.0,2949.0,0.419796875,7024.825994714705
246,"left Infralimbic area, layer 1",ILA1-L,245.0,7.0,55.0,0.073140625,751.9760734885708
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245.0,7.0,275.0,0.0715625,3842.7947598253277
249,"left Infralimbic area, layer 5",ILA5-L,245.0,7.0,1811.0,0.167359375,10821.025114368405
250,"left Infralimbic area, layer 6a",ILA6a-L,245.0,7.0,806.0,0.102421875,7869.412662090008
251,"left Infralimbic area, layer 6b",ILA6b-L,245.0,7.0,2.0,0.0053125,376.4705882352941
252,left Orbital area,ORB-L,5.0,6.0,24273.0,2.946921875,8236.730062618304
258,"left Orbital area, lateral part",ORBl-L,252.0,7.0,15994.0,1.36346875,11730.375191950678
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258.0,8.0,2466.0,0.18784375,13127.932124438528
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258.0,8.0,5409.0,0.31075,17406.275140788413
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258.0,8.0,6998.0,0.603515625,11595.391585760517
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258.0,8.0,1102.0,0.2386875,4616.915422885572
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258.0,8.0,19.0,0.022671875,838.0427291523088
264,"left Orbital area, medial part",ORBm-L,252.0,7.0,3617.0,0.694828125,5205.603903843126
265,"left Orbital area, medial part, layer 1",ORBm1-L,264.0,8.0,442.0,0.205578125,2150.034202325758
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264.0,8.0,590.0,0.158234375,3728.6461933445244
268,"left Orbital area, medial part, layer 5",ORBm5-L,264.0,8.0,2091.0,0.2359375,8862.516556291392
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264.0,8.0,493.0,0.093203125,5289.522212908634
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264.0,8.0,1.0,0.001875,533.3333333333334
272,"left Orbital area, ventrolateral part",ORBvl-L,252.0,7.0,4662.0,0.888625,5246.3074975383315
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272.0,8.0,1020.0,0.19271875,5292.686881790174
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272.0,8.0,1449.0,0.26178125,5535.155783693446
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272.0,8.0,1719.0,0.309953125,5545.999899178303
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272.0,8.0,472.0,0.119,3966.386554621849
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272.0,8.0,2.0,0.005171875,386.70694864048335
278,left Agranular insular area,AI-L,5.0,6.0,29578.0,3.94978125,7488.515977941816
279,"left Agranular insular area, dorsal part",AId-L,278.0,7.0,17286.0,1.86365625,9275.315659741436
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279.0,8.0,1261.0,0.23034375,5474.426807760141
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279.0,8.0,4622.0,0.46315625,9979.353619863707
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279.0,8.0,7763.0,0.75421875,10292.76983633727
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279.0,8.0,3630.0,0.39071875,9290.570263136848
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279.0,8.0,10.0,0.02521875,396.53035935563815
285,"left Agranular insular area, posterior part",AIp-L,278.0,7.0,6790.0,1.217265625,5578.075861626339
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285.0,8.0,836.0,0.210953125,3962.965706243982
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285.0,8.0,1763.0,0.40159375,4390.008559645164
288,"left Agranular insular area, posterior part, layer 5",AIp5-L,285.0,8.0,2642.0,0.37634375,7020.17769658723
289,"left Agranular insular area, posterior part, layer 6a",AIp6a-L,285.0,8.0,1522.0,0.218109375,6978.150297299234
290,"left Agranular insular area, posterior part, layer 6b",AIp6b-L,285.0,8.0,27.0,0.010265625,2630.1369863013697
291,"left Agranular insular area, ventral part",AIv-L,278.0,7.0,5502.0,0.868859375,6332.440160411459
292,"left Agranular insular area, ventral part, layer 1",AIv1-L,291.0,8.0,451.0,0.12546875,3594.5205479452056
293,"left Agranular insular area, ventral part, layer 2/3",AIv2/3-L,291.0,8.0,1409.0,0.29709375,4742.610707899443
294,"left Agranular insular area, ventral part, layer 5",AIv5-L,291.0,8.0,2962.0,0.3605625,8214.941931010573
295,"left Agranular insular area, ventral part, layer 6a",AIv6a-L,291.0,8.0,679.0,0.084234375,8060.842144314598
296,"left Agranular insular area, ventral part, layer 6b",AIv6b-L,291.0,8.0,1.0,0.0015,666.6666666666666
297,left Retrosplenial area,RSP-L,5.0,6.0,11935.0,5.243828125,2276.0089986740363
298,"left Retrosplenial area, lateral agranular part",RSPagl-L,297.0,7.0,6121.0,1.178046875,5195.888321506732
299,"left Retrosplenial area, lateral agranular part, layer 1",RSPagl1-L,298.0,8.0,725.0,0.253203125,2863.3137920394943
300,"left Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3-L,298.0,8.0,1968.0,0.334421875,5884.78250712517
301,"left Retrosplenial area, lateral agranular part, layer 5",RSPagl5-L,298.0,8.0,1949.0,0.366734375,5314.473179668527
302,"left Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a-L,298.0,8.0,1311.0,0.20546875,6380.532319391635
303,"left Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b-L,298.0,8.0,168.0,0.01821875,9221.269296740995
325,"left Retrosplenial area, dorsal part",RSPd-L,297.0,7.0,4246.0,1.899359375,2235.4905848188946
326,"left Retrosplenial area, dorsal part, layer 1",RSPd1-L,325.0,8.0,464.0,0.415375,1117.0628949744207
327,"left Retrosplenial area, dorsal part, layer 2/3",RSPd2/3-L,325.0,8.0,808.0,0.486953125,1659.2972886250602
